车名,里程数,年份,城市,售价,原价,变速箱,排放标准,排量/续航,发布时间,年检到期,保险到期,过户次数,马力,气缸类型,车辆级别,燃油标号,驱动方式,品牌
Macan 2018款 Macan 2.0T,4.2,2021-01,厦门,43.50,59.16,自动,国VI,2L,2023-11-25,2025-01,2024-01,1,252,L4,中型SUV,95,前置四驱,保时捷
沃尔沃S90 2020款 T5 智逸豪华版,7.1,2020-05,厦门,20.68,43.73,自动,国VI,2L,2023-11-16,2024-05,2024-05,0,254,L4,中大型车,95,前置前驱,沃尔沃
奔驰GLC 2018款 改款 GLC 260 4MATIC 豪华型,5.8,2018-10,厦门,25.70,48.30,自动,欧V,2L,2023-11-29,2024-10,2024-10,0,211,L4,中型SUV,95,前置四驱,奔驰
奔驰C级 2018款 C 180 L 动感型运动版,8,2018-04,厦门,17.80,33.74,自动,欧V,1.6L,2023-11-09,2024-04,2024-04,0,156,L4,中型车,95,前置后驱,奔驰
奔驰E级 2017款 E 200 L 4MATIC,8,2017-05,厦门,25.60,49.91,自动,欧V,2L,2023-12-07,2024-05,2024-05,0,184,L4,中大型车,95,前置四驱,奔驰
奔驰GLB 2021款 GLB 200 动感型,4.1,2021-01,厦门,20.60,34.60,自动,国VI,1.3L,2023-12-06,2024-1,2024-1,0,163,L4,紧凑型SUV,95,前置前驱,奔驰
奔驰C级 2016款 C 200 L 运动型,3,2016-08,厦门,17.50,38.40,自动,欧V,2L,2023-12-01,2023-12,2023-12,0,184,L4,中型车,95,前置后驱,奔驰
奔驰C级 2015款 C 260 L 运动型,14.6,2015-07,厦门,15.80,51.99,自动,欧V,2L,2023-11-29,2024-7,2024-7,0,211,L4,中型车,95,前置后驱,奔驰
奔驰GLC 2017款 GLC 260 4MATIC 豪华型,6.9,2017-08,厦门,23.80,48.30,自动,欧V,2L,2023-12-07,2024-08,2024-08,0,211,L4,中型SUV,95,前置四驱,奔驰
奔驰C级 2018款 C 200 L 运动版 成就特别版,6.5,2018-09,厦门,19.80,38.40,自动,欧V,2L,2023-10-29,2024-09,2024-09,0,184,L4,中型车,95,前置后驱,奔驰
奔驰S级 2008款 S 350 L 动感型,18,2008-06,厦门,15.80,157.18,自动,欧IV,3.5L,2023-09-06,2023-12,2024-06,3,272,V6,大型车,95,前置后驱,奔驰
奔驰GLK级 2014款 GLK 260 4MATIC 动感型,16,2014-01,厦门,11.50,43.20,自动,欧V,2L,2023-12-05,2024-1,2024-1,0,211,L4,中型SUV,95,前置四驱,奔驰
奔驰E级 2010款 E 300 L 时尚型,18,2011-05,厦门,7.89,73.27,自动,欧IV,3L,2023-12-01,2024-05,2024-05,0,245,V6,中大型车,95,前置后驱,奔驰
奥迪S4 2023款 S4 3.0TFSI,0.5,2023-05,厦门,40.50,53.06,自动,国VI,3L,2023-11-25,2025-05,2024-05,1,354,V6,中型车,95,前置四驱,奥迪
奔驰A级 2019款 A 180 L 运动轿车,4.3,2019-09,厦门,14.30,24.94,自动,国VI,1.3L,2023-11-29,2025-09,2024-09,0,136,L4,紧凑型车,95,前置前驱,奔驰
奔驰S级 2010款 S 400 L HYBRID,19,2010-08,厦门,13.50,158.26,自动,欧IV,3.5L,2023-12-06,2024-8,2024-7,0,299,V6,大型车,95,前置后驱,奔驰
奔驰E级(进口) 2010款 E 200 CGI 优雅型,12,2010-07,厦门,5.60,52.97,自动,欧IV,1.8L,2023-11-21,2024-7,2023-12,0,184,L4,中大型车,95,前置后驱,奔驰
速腾 2021款 280TSI DSG舒适智联版,3.22,2021-01,厦门,10.75,17.68,自动,国VI,1.4L,2023-12-04,2025-1,2023-12,0,150,L4,紧凑型车,95,前置前驱,大众
奥迪A7L 2022款 55 TFSI quattro S-line 志远型流晶套装,3,2021-10,厦门,43.80,65.10,自动,国VI,3L,2023-11-22,2025-10,2024-10,0,340,V6,中大型车,95,前置四驱,奥迪
奔驰GLA 2016款 GLA 200 时尚型,12,2016-03,厦门,9.98,31.46,自动,国V,1.6L,2023-11-24,2024-03,2024-03,3,156,L4,紧凑型SUV,95,前置前驱,奔驰
奔驰S级 2008款 S 300 L 豪华型,16.8,2008-12,厦门,15.00,124.61,自动,欧IV,3L,2023-11-17,2023-12,2023-12,0,231,V6,大型车,95,前置后驱,奔驰
奔驰E级 2014款 改款 E 260 L 运动型,8,2013-12,厦门,11.50,48.30,自动,欧IV,1.8L,2023-12-04,2024-12,2024-12,0,204,L4,中大型车,95,前置后驱,奔驰
奔驰C级AMG 2016款 AMG C 63 S Coupe 限量特别版,3.8,2017-07,厦门,58.89,146.32,自动,欧VI,4L,2023-11-15,2024-07,2024-07,3,510,V8,中型车,95,前置后驱,奔驰
奔驰E级 2018款 改款 E 300 L 豪华型,6.7,2018-06,厦门,30.50,54.58,自动,欧V,2L,2023-11-28,2024-06,2024-06,3,245,L4,中大型车,95,前置后驱,奔驰
奔驰V级 2017款 V 260 L 尊贵加长版,11,2017-09,厦门,25.80,66.54,自动,国V,2L,2023-12-04,2024-9,2024-9,0,211,L4,,95,前置后驱,奔驰
奔驰GLC轿跑 2017款 GLC 200 4MATIC 轿跑SUV,8,2017-12,厦门,19.98,53.84,自动,欧V,2L,2023-12-02,2023-12,2023-12,2,184,L4,中型SUV,95,前置四驱,奔驰
马自达2 2011款 炫动 1.5L 自动豪华版,12,2012-04,厦门,2.68,11.43,自动,国IV,1.5L,2023-11-24,2024-4,2024-4,0,103,L4,小型车,92,前置前驱,马自达
奔驰E级(进口) 2014款 E 260 敞篷轿跑车,5,2016-03,厦门,24.80,78.05,自动,欧V,2L,2023-11-12,2024-03,2024-03,0,211,L4,中大型车,95,前置后驱,奔驰
奔驰SLK级 2011款 SLK 200 时尚型,4.9,2015-04,厦门,16.80,63.83,自动,欧IV,1.8L,2023-09-27,2024-04,2024-04,1,184,L4,跑车,95,前置后驱,奔驰
沃尔沃XC60 2023款 B5 四驱智远豪华版,3.5,2022-08,厦门,26.98,46.23,自动,国VI,2L,2023-11-23,2024-08,2024-08,0,250,L4,中型SUV,95,前置四驱,沃尔沃
奔驰GLC 2018款 GLC 300 4MATIC 动感型,8,2018-05,厦门,25.50,53.41,自动,欧V,2L,2023-12-04,2024-05,2024-05,1,245,L4,中型SUV,95,前置四驱,奔驰
航海家 2021款 2.0T 四驱加州海岸限量版,2.07,2022-07,厦门,25.98,42.20,自动,国VI,2L,2023-12-04,2023-11,2023-8,0,245,L4,中型SUV,92,前置四驱,林肯
奔驰C级 2018款 C 200 L 运动版,6,2018-01,厦门,18.50,38.08,自动,欧V,2L,2023-09-18,2024-01,2024-01,0,184,L4,中型车,95,前置后驱,奔驰
奔驰GLK级 2013款 GLK 300 4MATIC 动感天窗型,13,2014-06,厦门,11.90,47.54,自动,欧V,3L,2023-10-09,2024-06,2024-06,1,245,V6,中型SUV,95,前置四驱,奔驰
奥迪A6L 2020款 40 TFSI 豪华动感型,3,2020-08,厦门,29.20,44.48,自动,国VI,2L,2023-11-29,2024-08,2024-08,1,190,L4,中大型车,95,前置前驱,奥迪
飞驰 2021款 4.0T V8 标准版,2,2021-06,广州,288.80,273.32,自动,国VI,4L,2023-12-07,2025-06,2024-06,1,550,V8,大型车,95,前置四驱,宾利
奥迪RS 6 2021款 RS 6 4.0T Avant,2.1,2021-10,厦门,118.80,155.09,自动,国VI,4L,2023-10-25,2023-10,2023-10,1,600,V8,中大型车,98,前置四驱,奥迪
奔驰B级 2018款 B 200 时尚型,5,2018-10,厦门,10.98,28.53,自动,欧V,1.6L,2023-12-04,2024-10,2024-10,0,156,L4,紧凑型车,95,前置前驱,奔驰
奔驰C级 2017款 C 180 L 运动版,5.5,2016-09,厦门,15.68,35.36,自动,欧V,1.6L,2023-12-07,2024-09,2024-09,0,156,L4,中型车,95,前置后驱,奔驰
沃尔沃S90 2023款 B5 智逸豪华版,3.4,2022-07,厦门,25.77,44.17,自动,国VI,2L,2023-11-09,2024-07,2024-07,1,250,L4,中大型车,95,前置前驱,沃尔沃
沃尔沃S90 2022款 B5 智远豪华版,2.4,2022-06,厦门,27.98,48.94,自动,国VI,2L,2023-11-17,2024-06,2024-06,0,250,L4,中大型车,95,前置前驱,沃尔沃
奔驰GLE 2018款 GLE 320 4MATIC 豪华型臻藏版,8.3,2017-11,厦门,31.98,86.16,自动,欧V,3L,2023-11-25,2024-11,2024-11,0,272,V6,中大型SUV,95,前置四驱,奔驰
宝马X7 2020款 xDrive40i 尊享型M运动套装,3.5,2020-05,厦门,73.80,118.10,自动,国VI,3L,2023-11-25,2024-05,2024-05,1,340,L6,大型SUV,95,前置四驱,宝马
奔驰C级 2017款 改款 C 200 运动版,8.2,2017-11,厦门,12.98,34.17,自动,欧V,2L,2023-12-03,2024-11,2024-11,0,184,L4,中型车,95,前置后驱,奔驰
奔驰C级(进口) 2019款 C 260 旅行轿车,3.6,2019-09,厦门,23.80,42.42,自动,欧V,1.5L,2023-11-24,2024-9,2024-9,0,184,L4,中型车,95,前置后驱,奔驰
奔驰GLC 2019款 GLC 260 4MATIC 动感型,7.5,2019-01,厦门,27.50,46.65,自动,欧V,2L,2023-11-22,2025-01,2024-01,0,211,L4,中型SUV,95,前置四驱,奔驰
奔驰E级(进口) 2019款 E 200 轿跑车,6,2019-09,厦门,32.80,56.10,自动,欧V,2L,2023-12-06,2024-9,2024-9,0,184,L4,中大型车,95,前置后驱,奔驰
Panamera 2022款 Panamera 2.9T,1.2,2022-08,厦门,98.00,105.62,自动,国VI,2.9L,2023-12-03,2024-08,2024-08,0,330,V6,大型车,95,前置后驱,保时捷
揽胜运动版 2023款 400PS Dynamic SE,0.7,2022-11,厦门,84.80,115.93,自动,国VI,3L,2023-12-02,2024-11,2024-11,0,400,L6,中大型SUV,95,前置四驱,路虎
揽胜 2018款 3.0 SC V6 Vogue 传世加长版,3,2018-06,厦门,109.80,174.54,自动,欧V,3L,2023-11-23,2024-06,2024-06,1,381,V6,中大型SUV,95,前置四驱,路虎
奔驰E级 2018款 改款 E 200 L 运动型,5,2018-05,厦门,27.80,47.30,自动,欧V,2L,2023-12-04,2024-05,2024-05,0,184,L4,中大型车,95,前置后驱,奔驰
唯雅诺 2011款 2.5L 尊贵版,11,2010-05,厦门,15.00,50.91,自动,欧IV,2.5L,2023-11-17,2024-5,2024-5,0,190,V6,,95,前置后驱,奔驰
奔驰C级 2015款 C 180 L 运动型,8,2015-06,厦门,12.50,35.36,自动,欧V,1.6L,2023-12-07,2024-6,2024-6,0,156,L4,中型车,95,前置后驱,奔驰
奥迪A3 2018款 30周年年型 Sportback 35 TFSI 时尚型,7.15,2018-12,厦门,10.46,23.21,自动,国V,1.4L,2023-10-09,2024-12,2023-12,0,150,L4,紧凑型车,95,前置前驱,奥迪
奥迪A6L 2022款 40 TFSI 豪华动感型,3,2023-05,厦门,32.68,45.57,自动,国VI,2L,2023-12-02,2025-05,2024-05,1,190,L4,中大型车,95,前置前驱,奥迪
宝马7系 2021款 740Li 领先型 M运动套装,4.2,2021-06,厦门,64.50,101.82,自动,国VI,3L,2023-11-22,2025-6,2024-6,0,340,L6,大型车,95,前置后驱,宝马
奥迪A5 2022款 Sportback 40 TFSI 时尚动感型,0.23,2022-03,厦门,30.98,41.23,自动,国VI,2L,2023-10-16,2024-03,2024-03,0,204,L4,中型车,95,前置前驱,奥迪
马自达MX-5 2009款 2.0,6,2012-07,厦门,14.99,32.54,自动,欧IV+OBD,2L,2023-12-07,2024-7,2023-8,0,160,L4,跑车,92,前置后驱,马自达
奔驰GLC轿跑 2018款 GLC 200 4MATIC 轿跑SUV,7.2,2018-06,厦门,24.98,50.34,自动,欧V,2L,2023-12-01,2024-6,2024-6,0,184,L4,中型SUV,95,前置四驱,奔驰
沃尔沃XC60 2019款 T5 四驱智远运动版 国V,3.4,2019-02,厦门,21.78,45.80,自动,国V,2L,2023-09-22,2025-02,2024-02,0,254,L4,中型SUV,95,前置四驱,沃尔沃
奥迪RS 6 2021款 RS 6 4.0T Avant 尊享版,2.1,2021-03,厦门,118.00,192.55,自动,国VI,4L,2023-11-28,2025-03,2024-03,1,600,V8,中大型车,98,前置四驱,奥迪
奔驰E级 2018款 改款 E 300 L 运动豪华型,6.6,2018-10,厦门,29.50,54.58,自动,欧V,2L,2023-11-28,2024-10,2024-10,0,245,L4,中大型车,95,前置后驱,奔驰
揽胜星脉 2022款 250PS 熠金珍藏版,1.7,2022-07,厦门,42.80,69.25,自动,国VI,2L,2023-12-02,2024-07,2024-07,1,250,L4,中型SUV,95,前置四驱,路虎
奔驰GLB 2020款 改款 GLB 200 动感型,5,2020-07,厦门,18.88,34.60,自动,国VI,1.3L,2023-12-04,2023-12,2023-12,0,163,L4,紧凑型SUV,95,前置前驱,奔驰
沃尔沃S90 2021款 B5 智远豪华版,3.5,2021-01,厦门,26.50,48.40,自动,国VI,2L,2023-11-14,2025-01,2024-01,0,250,L4,中大型车,95,前置前驱,沃尔沃
沃尔沃XC90 2020款 T6 智逸豪华版 7座,10.4,2020-03,厦门,29.58,75.00,自动,国VI,2L,2023-11-23,2024-03,2024-03,1,320,L4,中大型SUV,95,前置四驱,沃尔沃
奔驰E级(进口) 2012款 E 260 CGI Coupe,12.9,2012-10,厦门,8.50,67.08,自动,欧IV,1.8L,2023-11-12,2024-10,2024-10,1,204,L4,中大型车,95,前置后驱,奔驰
奔驰C级 2017款 改款 C 200 运动版,12,2017-08,厦门,16.50,34.17,自动,欧V,2L,2023-12-05,2024-8,2024-8,0,184,L4,中型车,95,前置后驱,奔驰
奥迪A8 2023款 A8L 45 TFSI quattro 豪华型,0.01,2023-08,厦门,63.78,90.07,自动,国VI,2L,2023-09-20,2025-08,2024-08,1,265,L4,大型车,95,前置四驱,奥迪
奔驰C级 2017款 改款 C 200 L 运动版,5,2017-05,厦门,18.50,38.40,自动,欧V,2L,2023-11-30,2024-5,2024-5,0,184,L4,中型车,95,前置后驱,奔驰
奔驰GLK级 2013款 GLK 300 4MATIC 动感天窗型,8,2013-07,厦门,10.69,47.54,自动,欧V,3L,2023-12-05,2024-7,2024-7,0,245,V6,中型SUV,95,前置四驱,奔驰
奔驰C级 2016款 C 200 L 运动型,6,2016-10,厦门,17.50,38.40,自动,欧V,2L,2023-11-28,2024-10,2024-10,0,184,L4,中型车,95,前置后驱,奔驰
奥迪RS Q8 2021款 RS Q8 4.0T 尊享版,0.5,2021-04,厦门,133.00,200.53,自动,国VI,4L,2023-12-07,2025-04,2024-04,2,600,V8,中大型SUV,98,前置四驱,奥迪
奥迪A8 2023款 A8L 45 TFSI quattro 豪华型,0.01,未上牌,厦门,63.80,90.07,自动,国VI,2L,2023-09-06,已过期,已过期,0,265,L4,大型车,95,前置四驱,奥迪
奔驰E级 2017款 E 300 L 运动豪华型,11,2017-06,厦门,24.80,54.25,自动,欧V,2L,2023-12-07,2024-6,2024-11,0,245,L4,中大型车,95,前置后驱,奔驰
奔驰C级 2017款 C 200 L 运动版,7.4,2017-01,厦门,17.80,38.40,自动,欧V,2L,2023-12-07,2024-1,2024-1,0,184,L4,中型车,95,前置后驱,奔驰
奥迪Q5L 2020款 40 TFSI 荣享进取型,9.31,2020-07,厦门,23.80,42.09,自动,国VI,2L,2023-09-28,2024-07,2024-07,1,190,L4,中型SUV,95,前置四驱,奥迪
奔驰C级 2018款 C 200 L 运动版,5,2018-08,厦门,17.50,38.08,自动,欧V,2L,2023-12-06,2024-08,2024-08,0,184,L4,中型车,95,前置后驱,奔驰
奥迪R8 2016款 V10 Coupe Performance,3.5,2017-08,厦门,120.80,249.64,自动,国V,5.2L,2023-11-21,2024-08,2024-08,3,611,V10,跑车,95,中置四驱,奥迪
奔驰CLS 2015款 CLS 260,12,2016-01,厦门,18.28,77.94,自动,欧V,2L,2023-12-06,2024-1,2025-1,0,211,L4,中大型车,95,前置后驱,奔驰
沃尔沃XC60 2020款 T5 四驱智逸豪华版,8.81,2020-07,厦门,18.58,42.43,自动,国VI,2L,2023-11-18,2024-07,2024-07,0,254,L4,中型SUV,95,前置四驱,沃尔沃
沃尔沃XC60 2017款 T5 智进版,9,2017-01,厦门,10.30,41.13,自动,国V,2L,2023-10-02,2024-01,2024-01,0,245,L4,中型SUV,95,前置前驱,沃尔沃
奔驰E级 2018款 改款 E 300 L 运动豪华型,6.3,2018-05,厦门,29.80,54.58,自动,欧V,2L,2023-12-06,2024-5,2024-5,0,245,L4,中大型车,95,前置后驱,奔驰
奥迪A4L 2020款 40 TFSI 时尚动感型,2.9,2021-02,厦门,21.98,34.60,自动,国VI,2L,2023-11-11,2025-2,2024-2,0,190,L4,中型车,95,前置前驱,奥迪
奥迪A7L 2023款 45 TFSI quattro S-line 黑武士版,0.01,2023-06,厦门,42.47,52.83,自动,国VI,2L,2023-11-21,2025-06,2023-06,0,245,L4,中大型车,95,前置四驱,奥迪
奥迪A8 2023款 A8L 50 TFSI quattro 尊享型,0.7,2022-11,厦门,78.80,109.50,自动,国VI,3L,2023-11-10,2024-11,2023-11,0,286,V6,大型车,95,前置四驱,奥迪
奔驰C级(进口) 2019款 C 260 旅行轿车,6.5,2019-03,厦门,22.30,42.42,自动,欧V,1.5L,2023-11-29,2025-03,2024-03,0,184,L4,中型车,95,前置后驱,奔驰
宝马5系 2022款 改款二 530Li 尊享型 M运动套装,0.99,2022-10,厦门,43.98,54.59,自动,国VI,2L,2023-12-04,2024-10,2023-10,0,252,L4,中大型车,95,前置后驱,宝马
奥迪A8 2021款 A8L 50 TFSI quattro 舒适型,4,2020-10,厦门,54.80,91.48,自动,国VI,3L,2023-11-16,2024-10,2024-10,0,286,V6,大型车,95,前置四驱,奥迪
沃尔沃XC90新能源 2021款 E驱混动 T8 智尊豪华版 7座,3.9,2021-02,厦门,46.58,97.14,自动,插电混动,50km,2023-12-04,2025-02,2024-02,0,303,L4,中大型SUV,前置四驱,"
            ",沃尔沃
沃尔沃XC60 2017款 T5 智进升级版,9,2017-04,厦门,12.30,41.13,自动,国V,2L,2023-12-06,2024-04,2024-04,2,245,L4,中型SUV,95,前置前驱,沃尔沃
奥迪A6(进口) 2022款 Avant 先锋派 45 TFSI 臻选动感型,1.4,2022-06,厦门,32.98,53.17,自动,国VI,2L,2023-12-01,2024-6,2024-6,0,245,L4,中大型车,95,前置前驱,奥迪
Panamera 2022款 Panamera 行政加长版 2.9T,2.3,2022-06,厦门,115.80,123.53,自动,国VI,2.9L,2023-12-03,2024-06,2024-06,0,330,V6,大型车,95,前置后驱,保时捷
奔驰M级 2012款 ML 350 动感型,17,2012-06,厦门,16.98,97.48,自动,欧IV,3.5L,2023-11-25,2024-6,2024-6,0,306,V6,中大型SUV,95,前置四驱,奔驰
沃尔沃XC60 2021款 T5 四驱智远豪华版,4.7,2021-04,厦门,23.68,45.58,自动,国VI,2L,2023-10-26,2025-04,2024-04,0,250,L4,中型SUV,95,前置四驱,沃尔沃
奔驰C级 2023款 C 200 L 运动版,1,2023-03,厦门,27.98,35.98,自动,国VI,1.5L,2023-12-05,2024-3,2024-3,0,170,L4,中型车,95,前置后驱,奔驰
宝马X6 2020款 xDrive30i M运动套装,3,2020-08,厦门,52.80,83.24,自动,国VI,2L,2023-11-25,2024-08,2023-08,0,265,L4,中大型SUV,95,前置四驱,宝马
Panamera 2020款 Panamera 十周年纪念版 2.9T,2.96,2020-11,厦门,85.80,126.78,自动,国VI,2.9L,2023-12-08,2024-11,2023-11,1,330,V6,大型车,95,前置后驱,保时捷
沃尔沃V60 2014款 T5 智逸版,15,2013-09,厦门,6.99,35.05,自动,国IV(国V),2L,2023-12-01,2024-09,2024-09,0,214,L5,中型车,95,前置前驱,沃尔沃
沃尔沃XC60 2021款 T5 四驱智远运动版,5.8,2020-06,厦门,21.98,45.58,自动,国VI,2L,2023-09-25,2024-06,2024-06,0,250,L4,中型SUV,95,前置四驱,沃尔沃
奥迪TT 2013款 TT Coupe 45 TFSI quattro 黑色旋风版,5.1,2012-03,厦门,14.80,61.44,自动,国IV,2L,2023-11-09,2024-03,2024-03,1,211,L4,跑车,95,前置四驱,奥迪
Macan 2020款 Macan S 3.0T,2.8,2020-05,厦门,46.30,70.66,自动,国VI,3L,2023-11-28,2024-05,2024-05,1,354,V6,中型SUV,95,前置四驱,保时捷
奥迪A6L 2018款 30周年年型 TFSI 进取型,14,2017-10,厦门,15.80,43.72,自动,国V,1.8L,2023-11-03,2024-10,2024-10,0,190,L4,中大型车,95,前置前驱,奥迪
奥迪A6L 2021款 45 TFSI 臻选动感型,5.6,2020-11,厦门,31.80,48.17,自动,国VI,2L,2023-11-05,2024-11,2023-11,2,224,L4,中大型车,95,前置前驱,奥迪
宝马6系GT 2021款 630i M运动套装,5.7,2020-10,厦门,41.60,68.27,自动,国VI,2L,2023-11-25,2024-10,2023-10,1,258,L4,中大型车,95,前置后驱,宝马
幻影 2018款 6.7T 长轴距版,0.3,2022-09,厦门,988.00,998.63,自动,国VI,6.7L,2023-07-24,2024-09,2023-09,0,571,V12,大型车,95,前置后驱,劳斯莱斯
宝来 2019款 宝来・传奇 1.5L 自动时尚型 国VI,3.73,2021-06,厦门,6.90,11.81,自动,国VI,1.5L,2023-11-30,2024-6,2024-5,0,112,L4,紧凑型车,92,前置前驱,大众
领克03 2022款 03+ 2.0TD 自动驭风版,2.27,2022-06,厦门,14.97,21.58,自动,国VI,2L,2023-12-07,2024-6,2024-6,0,254,L4,紧凑型车,95,前置四驱,领克
Cayenne 2023款 Cayenne 3.0T,3,2022-01,厦门,93.80,100.19,自动,国VI,3L,2023-11-19,2024-01,2024-01,1,340,V6,中大型SUV,95,前置四驱,保时捷
宝马X5(进口) 2020款 xDrive30i M运动套装,3,2020-07,厦门,49.50,75.97,自动,国VI,2L,2023-11-03,2024-07,2024-07,1,265,L4,中大型SUV,95,前置四驱,宝马
宝马6系GT 2021款 改款 630i 豪华设计套装,1.3,2022-12,厦门,42.90,63.38,自动,国VI,2L,2023-12-02,2024-12,2023-12,1,258,L4,中大型车,95,前置后驱,宝马
宝马5系 2020款 530Li 行政型 M运动套装,6.26,2020-02,厦门,36.80,59.69,自动,国VI,2L,2023-11-25,2024-02,2024-02,0,252,L4,中大型车,95,前置后驱,宝马
沃尔沃XC60 2024款 B5 四驱智远豪华版,0.01,未上牌,厦门,34.80,46.23,自动,国VI,2L,2023-10-18,已过期,已过期,0,250,L4,中型SUV,95,前置四驱,沃尔沃
沃尔沃V60 2014款 T5 智雅版,10,2014-01,厦门,8.80,37.76,自动,国IV(国V),2L,2023-11-15,2024-01,2024-01,2,214,L5,中型车,95,前置前驱,沃尔沃
宝马5系 2022款 改款二 530Li 领先型 M运动套装,0.7,2023-01,厦门,40.68,51.22,自动,国VI,2L,2023-11-19,2025-01,2024-01,0,252,L4,中大型车,95,前置后驱,宝马
唯雅诺 2010款 2.5L 豪华版,13.4,2011-04,厦门,15.00,43.20,自动,欧IV,2.5L,2023-11-11,2024-4,2024-4,0,190,V6,,95,前置后驱,奔驰
宝马7系 2019款 740Li xDrive 行政型 M运动套装,4.5,2019-12,厦门,66.80,130.04,自动,国VI,3L,2023-12-02,2023-12,2023-12,0,340,L6,大型车,95,前置四驱,宝马
宝马X3 2022款 xDrive25i M运动套装,1.8,2022-06,厦门,32.20,43.08,自动,国VI,2L,2023-12-01,2024-06,2024-06,0,184,L4,中型SUV,95,前置四驱,宝马
奥迪Q5L 2020款 改款 40 TFSI 荣享进取型,6,2020-09,厦门,24.38,42.09,自动,国VI,2L,2023-11-02,2024-09,2024-09,0,190,L4,中型SUV,95,前置四驱,奥迪
唯雅诺 2011款 2.5L 豪华版,11.4,2011-09,厦门,15.00,45.48,自动,欧IV,2.5L,2023-11-17,2023-9,2023-9,0,190,V6,,95,前置后驱,奔驰
奥迪Q5 2012款 2.0TFSI 舒适型,19.5,2012-01,厦门,8.80,52.31,自动,国IV(国V),2L,2023-09-16,2024-01,2024-01,3,211,L4,中型SUV,95,前置四驱,奥迪
奥迪A8 2007款 A8L 3.2 FSI 豪华型,13.8,2007-10,厦门,7.20,106.29,自动,欧IV,3.2L,2023-12-08,2024-04,2024-10,2,260,V6,大型车,95,前置前驱,奥迪
奥迪Q2L 2022款 35 TFSI 进取动感型,3.1,2021-12,厦门,14.50,24.84,自动,国VI,1.4L,2023-11-02,2023-12,2023-12,0,150,L4,小型SUV,95,前置前驱,奥迪
奥迪Q7 2014款 35 TFSI 运动型,9.5,2014-01,厦门,18.80,97.45,自动,国IV(国V),3L,2023-11-11,2024-01,2024-01,2,272,V6,中大型SUV,95,前置四驱,奥迪
思域 2019款 220TURBO CVT劲动版 国VI,3.66,2021-04,厦门,10.66,15.19,自动,国VI,1.5L,2023-11-30,2025-4,2024-4,0,177,L4,紧凑型车,92,前置前驱,本田
奥迪A6L 2023款 40 TFSI 豪华动感型,0.01,2023-11,厦门,35.50,46.45,自动,国VI,2L,2023-12-08,2025-11,2024-11,0,190,L4,中大型车,95,前置前驱,奥迪
奥迪RS 6 2021款 RS 6 4.0T Avant 尊享版,1.6,2021-11,厦门,123.00,192.55,自动,国VI,4L,2023-10-31,2023-11,2023-11,5,600,V8,中大型车,98,前置四驱,奥迪
凯迪拉克CT6 2021款 28T 领先超级巡航型,6.59,2021-02,厦门,25.96,50.98,自动,国VI,2L,2023-11-07,2025-2,2024-2,1,237,L4,中大型车,95,前置后驱,凯迪拉克
宝马7系 2022款 740Li xDrive 行政型 M运动套装,3.1,2022-11,厦门,75.80,119.62,自动,国VI,3L,2023-12-07,2024-11,2024-11,0,340,L6,大型车,95,前置四驱,宝马
探岳 2020款 330TSI 两驱豪华智联版,3.25,2020-07,厦门,13.99,23.98,自动,国VI,2L,2023-11-28,2023-11,2023-11,0,186,L4,中型SUV,95,前置前驱,大众
奥迪Q5L 2020款 40 TFSI 荣享时尚型,1.6,2021-06,厦门,27.98,45.13,自动,国VI,2L,2023-09-22,2025-06,2024-06,0,190,L4,中型SUV,95,前置四驱,奥迪
凯美瑞 2021款 2.0G 豪华版,1.92,2022-06,厦门,15.90,21.69,自动,国VI,2L,2023-11-21,2024-6,2024-6,0,178,L4,中型车,92,前置前驱,丰田
一汽-大众CC 2021款 380TSI 夺目版,2.5,2022-07,厦门,19.80,29.08,自动,国VI,2L,2023-11-30,2024-07,2024-07,0,220,L4,中型车,95,前置前驱,大众
奥迪A7 2020款 45 TFSI 臻选型,1.7,2021-04,厦门,49.80,66.52,自动,国VI,2L,2023-10-26,2025-04,2024-04,1,245,L4,中大型车,95,前置前驱,奥迪
凯迪拉克CT5 2022款 28T 豪华型,2.18,2022-12,厦门,22.98,32.53,自动,国VI,2L,2023-11-07,2024-12,2023-10,0,237,L4,中型车,95,前置后驱,凯迪拉克
古思特 2021款 6.7T 标准轴距版,4,2021-09,厦门,402.00,513.43,自动,国VI,6.7L,2023-10-20,2023-09,2023-09,0,571,V12,大型车,95,前置四驱,劳斯莱斯
沃尔沃XC60(进口) 2014款 T5 智雅版,10,2013-12,厦门,8.60,51.01,自动,欧V+OBD,2L,2023-12-06,2023-12,2023-12,0,240,L4,中型SUV,95,前置前驱,沃尔沃
奥迪A4L 2020款 40 TFSI 豪华动感型,3.8,2021-01,厦门,21.50,37.32,自动,国VI,2L,2023-12-05,2025-01,2024-01,0,190,L4,中型车,95,前置前驱,奥迪
沃尔沃XC90 2020款 改款 T6 智雅豪华版 7座,6.08,2020-07,厦门,40.99,84.11,自动,国VI,2L,2023-10-08,2024-7,2024-7,0,310,L4,中大型SUV,95,前置四驱,沃尔沃
奥迪A8 2013款 A8L 45 TFSI quattro豪华型,14,2014-01,厦门,24.50,108.66,自动,国IV,3L,2023-10-20,2024-01,2024-01,1,290,V6,大型车,95,前置四驱,奥迪
凯迪拉克CT5 2022款 28T 风尚型,1.7,2022-01,厦门,19.80,30.36,自动,国VI,2L,2023-08-21,2024-01,2024-01,0,237,L4,中型车,95,前置后驱,凯迪拉克
