奥迪A4L 2019款 45 TFSI quattro 个性运动版 国V,5.2,2020-04,厦门,22.28,39.38,自动,国V,2L,2023-11-17,2024-04,2024-04,0,252,L4,中型车,95,前置四驱,奥迪
奥迪A7 2016款 50 TFSI quattro 舒适型,9,2016-01,厦门,25.88,88.79,自动,国V,3L,2023-10-10,2024-01,2024-01,3,333,V6,中大型车,95,前置四驱,奥迪
奥迪A4L 2019款 40 TFSI 进取型 国V,3.7,2019-02,福州,14.98,32.65,自动,国V,2L,2023-10-16,2025-02,2024-02,0,190,L4,中型车,95,前置前驱,奥迪
奥迪Q5L 2020款 40 TFSI 荣享进取型,5.5,2020-09,厦门,25.30,42.09,自动,国VI,2L,2023-09-12,2024-09,2023-09,0,190,L4,中型SUV,95,前置四驱,奥迪
奥迪Q5 2017款 Plus 40 TFSI 技术型,9.2,2017-10,福州,14.80,46.41,自动,国V,2L,2023-11-21,2024-10,2024-10,1,230,L4,中型SUV,95,前置四驱,奥迪
奥迪Q2L 2018款 35 TFSI 时尚动感型 国VI,1.6,2019-05,泉州,12.58,25.88,自动,国VI,1.4L,2023-11-02,2025-05,2024-05,0,150,L4,小型SUV,95,前置前驱,奥迪
沃尔沃XC60(进口) 2012款 T5 舒适版,12,2012-08,厦门,6.58,44.29,自动,欧V+OBD,2L,2023-10-30,2024-08,2024-08,2,240,L4,中型SUV,95,前置前驱,沃尔沃
奥迪Q5L 2020款 45 TFSI 尊享时尚型,4.37,2021-03,厦门,27.98,48.33,自动,国VI,2L,2023-12-06,2025-3,2024-3,0,252,L4,中型SUV,95,前置四驱,奥迪
奥迪A4L 2020款 40 TFSI 时尚动感型,1.6,2021-04,福州,20.38,34.60,自动,国VI,2L,2023-09-19,2025-04,2024-04,0,190,L4,中型车,95,前置前驱,奥迪
奥迪A5 2021款 Cabriolet 40 TFSI 时尚动感型,7,2022-01,泉州,36.80,51.76,自动,国VI,2L,2023-11-21,2024-01,2024-01,0,204,L4,中型车,95,前置前驱,奥迪
奥迪A6L 2021款 45 TFSI 臻选动感型,5.8,2021-05,泉州,32.58,48.17,自动,国VI,2L,2023-11-12,2025-05,2024-05,1,224,L4,中大型车,95,前置前驱,奥迪
奥迪A6L 2019款 40 TFSI 豪华动感型,7,2020-04,福州,25.88,44.48,自动,国VI,2L,2023-11-13,2024-04,2024-04,0,190,L4,中大型车,95,前置前驱,奥迪
奥迪A4L 2019款 40 TFSI 时尚型 国VI,7.8,2020-01,福州,16.98,36.45,自动,国VI,2L,2023-11-13,2024-01,2024-01,0,190,L4,中型车,95,前置前驱,奥迪
奥迪Q3 2015款 30 TFSI 舒适型,8,2015-05,厦门,8.99,31.46,自动,国V,1.4L,2023-09-04,2024-05,2024-05,0,150,L4,紧凑型SUV,95,前置前驱,奥迪
发现神行 2016款 2.0T SE,8.5,2016-10,漳州,13.68,44.29,自动,欧V,2L,2023-10-31,2023-10,2023-10,1,241,L4,中型SUV,95,前置四驱,路虎
奥迪Q5L 2021款 40 TFSI 豪华动感型,4,2021-08,泉州,26.98,45.13,自动,国VI,2L,2023-12-02,2025-08,2024-08,0,190,L4,中型SUV,95,前置四驱,奥迪
发现神行 2018款 240PS SE版,8.31,2018-03,厦门,14.95,43.94,自动,国V,2L,2023-11-07,2024-03,2024-03,0,241,L4,中型SUV,95,前置四驱,路虎
发现神行 2016款 2.0T HSE,10,2016-04,福州,10.90,50.80,自动,欧V,2L,2023-12-01,2024-04,2024-04,0,241,L4,中型SUV,95,前置四驱,路虎
奥迪A5 2012款 2.0TFSI Cabriolet quattro,7,2013-01,厦门,13.90,68.17,自动,欧IV+OBD,2L,2023-10-31,2024-01,2024-01,2,211,L4,中型车,95,前置四驱,奥迪
奥迪Q2L 2021款 35 TFSI 时尚动感型,3,2021-01,泉州,12.88,25.88,自动,国VI,1.4L,2023-11-17,2025-01,2024-01,1,150,L4,小型SUV,95,前置前驱,奥迪
奥迪Q5 2015款 40 TFSI 进取型,12,2015-07,泉州,11.80,42.07,自动,国V,2L,2023-11-25,2024-07,2024-07,0,224,L4,中型SUV,95,前置四驱,奥迪
沃尔沃S60 2019款 S60L 改款 T5 智进进阶版,4.1,2020-01,漳州,14.30,27.12,自动,国VI,2L,2023-09-09,2024-01,2024-01,0,245,L4,中型车,95,前置前驱,沃尔沃
奥迪A7 2021款 40 TFSI 豪华型,3.3,2021-11,三明,42.90,62.28,自动,国VI,2L,2023-11-16,2023-11,2023-11,0,190,L4,中大型车,95,前置前驱,奥迪
发现神行 2019款 240PS SE版 国V,7,2019-11,福州,16.50,42.85,自动,国V,2L,2023-12-04,2025-11,2024-11,0,241,L4,中型SUV,95,前置四驱,路虎
雷克萨斯ES 2020款 200 卓越版,8.13,2020-06,福州,20.88,31.48,自动,国VI,2L,2023-12-08,2024-06,2024-06,1,173,L4,中大型车,92,前置前驱,雷克萨斯
猎豹CS9 2017款 1.5L CVT舒适型,5.3,2018-03,福州,2.98,10.83,自动,国V,1.5L,2023-12-08,2024-03,2024-03,1,113,L4,小型SUV,92,前置前驱,猎豹汽车
翼虎 2013款 1.6L GTDi 两驱舒适型,6.7,2013-05,福州,3.80,21.04,自动,国IV(国V),1.6L,2023-12-08,2024-05,2024-05,1,177,L4,紧凑型SUV,92,前置前驱,福特
奥迪S4 2020款 S4 3.0TFSI,6.6,2021-07,厦门,34.85,50.89,自动,国VI,3L,2023-11-22,2023-07,2023-07,2,354,V6,中型车,95,前置四驱,奥迪
揽胜星脉 2018款 P300 S,7.7,2018-09,漳州,28.98,73.59,自动,国V,2L,2023-11-04,2024-09,2024-09,1,300,L4,中型SUV,95,前置四驱,路虎
宝马X5(进口) 2014款 xDrive35i 典雅型,12.9,2015-01,福州,21.80,90.96,自动,欧VI,3L,2023-12-08,2024-01,2024-01,1,306,L6,中大型SUV,95,前置四驱,宝马
众泰T600 Coupe 2017款 1.5T 自动豪华型,4.9,2018-01,福州,2.90,10.72,自动,国V,1.5L,2023-12-08,2024-01,2024-01,1,156,L4,中型SUV,92,前置前驱,众泰
埃尔法 2018款 3.5L 豪华版,16,2018-02,福州,61.80,87.81,自动,国V,3.5L,2023-12-08,2024-02,2024-02,1,275,V6,,95,前置前驱,丰田
奥迪A4L 2019款 40 TFSI 进取型 国V,10,2018-11,泉州,16.10,32.65,自动,国V,2L,2023-11-09,2024-11,2023-11,0,190,L4,中型车,95,前置前驱,奥迪
奥迪Q5 2017款 Plus 40 TFSI 技术型,3.7,2018-05,漳州,18.98,46.41,自动,国V,2L,2023-10-21,2024-05,2024-05,1,230,L4,中型SUV,95,前置四驱,奥迪
Cayenne 2016款 Cayenne 3.0T,11.2,2017-01,福州,40.50,96.39,自动,欧V,3L,2023-12-08,2024-01,2024-01,1,333,V6,中大型SUV,95,前置四驱,保时捷
瑞虎 2012款 精英版 改款 1.6L 手动豪华型DVVT,12,2013-06,福州,1.38,10.62,手动,国IV+OBD,1.6L,2023-12-08,2024-06,2024-06,1,126,L4,小型SUV,92,前置前驱,奇瑞
奔驰C级 2020款 C 260 运动版,3.5,2019-10,福州,20.80,33.74,自动,国VI,1.5L,2023-12-08,2025-10,2024-10,0,184,L4,中型车,95,前置后驱,奔驰
奥迪A4L 2022款 40 TFSI 时尚动感型,0.4,2022-06,泉州,23.50,34.93,自动,国VI,2L,2023-11-17,2024-06,2024-06,0,190,L4,中型车,95,前置前驱,奥迪
奥迪A6L 2016款 50 TFSI quattro 豪华型,12,2016-06,厦门,20.50,71.88,自动,国V,3L,2023-11-30,2024-06,2024-06,0,333,V6,中大型车,95,前置四驱,奥迪
奥迪A4L 2017款 Plus 40 TFSI 进取型,12,2017-09,福州,13.80,32.54,自动,国V,2L,2023-11-29,2024-09,2024-09,0,190,L4,中型车,95,前置前驱,奥迪
奥迪A7 2012款 3.0TFSI quattro豪华型,12,2012-08,泉州,17.00,103.99,自动,国IV,3L,2023-10-29,2024-08,2024-08,1,299,V6,中大型车,95,前置四驱,奥迪
奥迪S4 2020款 S4 3.0TFSI,3.9,2021-01,泉州,36.80,50.89,自动,国VI,3L,2023-11-10,2025-01,2024-01,1,354,V6,中型车,95,前置四驱,奥迪
奥迪A7 2020款 45 TFSI 臻选型,1.7,2021-04,厦门,49.80,66.52,自动,国VI,2L,2023-10-26,2025-04,2024-04,1,245,L4,中大型车,95,前置前驱,奥迪
奥迪Q5L 2018款 40 TFSI 荣享时尚型 国VI,6,2019-08,泉州,24.98,44.92,自动,国VI,2L,2023-10-28,2025-08,2024-08,0,190,L4,中型SUV,95,前置四驱,奥迪
奥迪Q5L 2020款 40 TFSI 荣享时尚型,3.6,2020-01,三明,23.88,45.13,自动,国VI,2L,2023-12-01,2024-01,2024-01,0,190,L4,中型SUV,95,前置四驱,奥迪
奥迪A5 2016款 Sportback 45 TFSI,8.5,2016-07,泉州,13.99,49.80,自动,欧IV+OBD,2L,2023-11-30,2024-07,2024-07,1,224,L4,中型车,95,前置前驱,奥迪
奥迪Q5 2015款 40 TFSI 进取型,12,2015-11,厦门,12.00,42.07,自动,国V,2L,2023-11-17,2023-11,2023-11,0,224,L4,中型SUV,95,前置四驱,奥迪
奥迪Q3 2017款 30 TFSI 时尚型,8,2017-03,泉州,9.80,28.14,自动,国V,1.4L,2023-12-05,2024-03,2024-03,0,150,L4,紧凑型SUV,95,前置前驱,奥迪
奥迪Q5 2017款 40 TFSI 舒适型,9,2017-06,福州,15.88,50.96,自动,国V,2L,2023-11-12,2024-06,2024-06,0,230,L4,中型SUV,95,前置四驱,奥迪
奥迪A4L 2020款 40 TFSI quattro 豪华动感型,7.3,2020-12,泉州,20.68,39.49,自动,国VI,2L,2023-12-08,2024-12,2023-12,0,190,L4,中型车,95,前置四驱,奥迪
奥迪A7 2014款 50 TFSI quattro 舒适型,15,2014-01,福州,15.88,89.88,自动,国IV,3L,2023-12-05,2024-01,2024-01,1,310,V6,中大型车,95,前置四驱,奥迪
沃尔沃S90 2022款 B5 智远豪华版,2.4,2022-06,厦门,27.98,48.94,自动,国VI,2L,2023-11-17,2024-06,2024-06,0,250,L4,中大型车,95,前置前驱,沃尔沃
奥迪A6(进口) 2022款 Avant 先锋派 45 TFSI 臻选动感型,1.4,2022-06,厦门,32.98,53.17,自动,国VI,2L,2023-12-01,2024-6,2024-6,0,245,L4,中大型车,95,前置前驱,奥迪
奥迪A6L 2014款 TFSI 标准型,10,2016-01,福州,14.80,44.48,自动,国IV(国V),2L,2023-09-19,2024-01,2024-01,0,180,L4,中大型车,95,前置前驱,奥迪
奥迪Q5 2015款 40 TFSI 进取型,19.5,2015-08,泉州,10.58,42.07,自动,国V,2L,2023-11-10,2024-08,2024-08,1,224,L4,中型SUV,95,前置四驱,奥迪
奥迪Q2L 2020款 35 TFSI 时尚致雅型,4.2,2020-07,厦门,12.58,25.68,自动,国VI,1.4L,2023-12-01,2024-7,2024-7,0,150,L4,小型SUV,95,前置前驱,奥迪
奥迪Q5 2017款 40 TFSI 技术型,13,2017-08,福州,11.98,46.41,自动,国V,2L,2023-11-18,2024-08,2024-08,1,230,L4,中型SUV,95,前置四驱,奥迪
奥迪A4L 2016款 35 TFSI 典藏版 自动标准型,13.2,2016-04,福州,11.20,33.95,自动,国IV(国V),2L,2023-12-07,2024-04,2024-04,0,180,L4,中型车,95,前置前驱,奥迪
沃尔沃S90 2023款 B5 智逸豪华版,3.4,2022-07,厦门,25.77,44.17,自动,国VI,2L,2023-11-09,2024-07,2024-07,1,250,L4,中大型车,95,前置前驱,沃尔沃
奥迪A6L 2016款 TFSI 技术型,6.8,2016-04,福州,16.20,45.08,自动,国V,1.8L,2023-06-02,2024-4,2024-4,0,190,L4,中大型车,95,前置前驱,奥迪
奥迪Q7 2015款 35 TFSI 运动型,11,2015-06,福州,15.88,97.37,自动,国IV(国V),3L,2023-11-14,2024-06,2024-06,0,272,V6,中大型SUV,95,前置四驱,奥迪
奥迪A6L 2014款 TFSI 标准型,8,2014-08,福州,11.58,44.48,自动,国IV(国V),2L,2023-11-15,2024-08,2024-08,2,180,L4,中大型车,95,前置前驱,奥迪
发现运动版 2020款 249PS R-Dynamic 性能科技版 7座,5.9,2021-03,福州,20.80,45.89,自动,国VI,2L,2023-11-30,2025-03,2024-03,0,249,L4,中型SUV,95,前置四驱,路虎
奥迪A6L 2019款 40 TFSI 豪华动感型,5,2019-11,厦门,26.80,44.48,自动,国VI,2L,2023-12-01,2025-11,2024-11,2,190,L4,中大型车,95,前置前驱,奥迪
奥迪A6L 2014款 TFSI 标准型,12,2014-10,福州,11.90,44.48,自动,国IV(国V),2L,2023-11-01,2024-10,2024-10,1,180,L4,中大型车,95,前置前驱,奥迪
揽胜星脉 2022款 250PS 熠金珍藏版,1.7,2022-07,厦门,42.80,69.25,自动,国VI,2L,2023-12-02,2024-07,2024-07,1,250,L4,中型SUV,95,前置四驱,路虎
奥迪A1 2014款 30 TFSI 时尚型,8.9,2014-03,泉州,6.58,21.69,自动,国IV(国V),1.4L,2023-11-24,2024-03,2024-03,0,122,L4,小型车,95,前置前驱,奥迪
奥迪A4L 2020款 40 TFSI 豪华动感型,3.8,2021-01,厦门,21.50,37.32,自动,国VI,2L,2023-12-05,2025-01,2024-01,0,190,L4,中型车,95,前置前驱,奥迪
奥迪A6L 2019款 45 TFSI 臻选动感型,5.4,2019-08,福州,23.80,47.09,自动,国VI,2L,2023-11-29,2025-08,2024-08,0,224,L4,中大型车,95,前置前驱,奥迪
沃尔沃XC90 2022款 B6 智逸豪华版 7座,2.1,2022-02,厦门,45.88,75.54,自动,国VI,2L,2023-12-06,2024-02,2024-02,1,299,L4,中大型SUV,95,前置四驱,沃尔沃
奥迪Q5 2017款 40 TFSI 技术型,8.6,2016-12,莆田,14.98,46.41,自动,国V,2L,2023-11-27,2023-12,2023-12,0,230,L4,中型SUV,95,前置四驱,奥迪
奥迪A4L 2020款 40 TFSI 豪华动感型,4,2021-12,福州,21.38,37.32,自动,国VI,2L,2023-11-13,2023-12,2023-12,0,190,L4,中型车,95,前置前驱,奥迪
奥迪A6L 2022款 45 TFSI 臻选动感型,1.6,2022-08,福州,35.30,48.17,自动,国VI,2L,2023-10-15,2024-08,2024-08,0,224,L4,中大型车,95,前置前驱,奥迪
奥迪SQ5 2014款 SQ5 3.0 TFSI quattro,8,2016-12,福州,20.50,72.51,自动,国IV(国V),3L,2023-11-01,2023-12,2023-12,0,354,V6,中型SUV,95,前置四驱,奥迪
天籁 2020款 2.0L XL 舒适版,2.8,2021-01,泉州,11.80,20.39,自动,国VI,2L,2023-06-16,2025-01,2024-01,1,159,L4,中型车,92,前置前驱,日产
奥迪A6L 2012款 TFSI 舒适型,6.5,2013-02,厦门,10.58,48.48,自动,国IV(国V),2L,2023-08-16,2024-02,2024-02,2,180,L4,中大型车,95,前置前驱,奥迪
奥迪A6L 2019款 45 TFSI quattro 臻选动感型,11,2019-12,福州,25.80,50.34,自动,国VI,2L,2023-11-12,2023-12,2023-12,1,224,L4,中大型车,95,前置四驱,奥迪
马自达3 昂克赛拉 2021款 2.0L 自动质雅版,5.51,2022-01,厦门,10.51,15.51,自动,国VI,2L,2023-11-01,2024-1,2024-1,0,158,L4,紧凑型车,92,前置前驱,马自达
奔驰C级 2017款 改款 C 200 L 运动版,7.9,2017-09,泉州,17.80,38.40,自动,欧V,2L,2023-08-29,2023-09,2023-09,1,184,L4,中型车,95,前置后驱,奔驰
奥迪A4L 2020款 40 TFSI 时尚动感型,8,2020-06,厦门,19.60,34.60,自动,国VI,2L,2023-09-19,2024-06,2024-06,2,190,L4,中型车,95,前置前驱,奥迪
奥迪A7 2014款 50 TFSI quattro 舒适型,8.9,2014-08,厦门,18.88,89.88,自动,国IV,3L,2023-06-19,2023-08,2023-08,1,310,V6,中大型车,95,前置四驱,奥迪
奥迪A5 2022款 Sportback 40 TFSI quattro 豪华动感型,1.6,2022-01,厦门,32.58,44.81,自动,国VI,2L,2023-11-07,2024-1,2024-1,0,204,L4,中型车,95,前置四驱,奥迪
奥迪Q5L 2018款 45 TFSI 尊享风雅型 国V,11,2019-01,厦门,22.80,51.56,自动,国V,2L,2023-11-26,2025-01,2024-01,2,252,L4,中型SUV,95,前置四驱,奥迪
探岳 2019款 330TSI 两驱豪华型 国VI,8.9,2019-07,泉州,12.80,23.76,自动,国VI,2L,2023-11-04,2025-07,2024-07,0,186,L4,中型SUV,95,前置前驱,大众
奥迪Q5L 2020款 40 TFSI 荣享时尚型,7.8,2020-07,厦门,24.88,45.13,自动,国VI,2L,2023-11-09,2024-07,2024-07,1,190,L4,中型SUV,95,前置四驱,奥迪
奔驰C级 2018款 C 200 L 运动版,7.2,2018-10,泉州,18.80,38.08,自动,欧V,2L,2023-12-08,2024-10,2023-10,1,184,L4,中型车,95,前置后驱,奔驰
奥迪A6L 2019款 45 TFSI 臻选致雅型,7,2020-10,泉州,29.98,47.09,自动,国VI,2L,2023-12-08,2024-10,2024-10,0,224,L4,中大型车,95,前置前驱,奥迪
奥迪Q5L 2018款 40 TFSI 荣享时尚型 国V,9.41,2019-09,福州,,已降6000元,自动,国V,2L,2023-11-08,2025-09,2024-09,1,190,L4,中型SUV,95,前置四驱,奥迪
奥迪A4L 2016款 35 TFSI 典藏版 S line舒适型,12.7,2016-01,泉州,10.80,36.14,自动,国IV(国V),2L,2023-11-25,2024-01,2024-01,2,180,L4,中型车,95,前置前驱,奥迪
奥迪A6L 2019款 45 TFSI 臻选动感型,5.7,2020-08,厦门,31.58,47.09,自动,国VI,2L,2023-11-22,2024-08,2024-08,0,224,L4,中大型车,95,前置前驱,奥迪
奥迪A4L 2020款 40 TFSI 豪华致雅型,6.4,2020-10,福州,20.68,37.32,自动,国VI,2L,2023-11-02,2024-10,2024-10,1,190,L4,中型车,95,前置前驱,奥迪
奥迪A1 2013款 30 TFSI Sportback Ego,9.48,2013-02,三明,5.88,28.20,自动,国IV(国V),1.4L,2023-11-08,2024-02,2024-02,0,122,L4,小型车,95,前置前驱,奥迪
奥迪A6L 2014款 TFSI 标准型,10,2015-02,福州,14.80,44.48,自动,国IV(国V),2L,2023-11-27,2024-02,2024-02,1,180,L4,中大型车,95,前置前驱,奥迪
凯迪拉克CT5 2021款 28T 豪华型,4.9,2021-02,泉州,19.80,32.53,自动,国VI,2L,2023-09-21,2025-02,2024-02,1,237,L4,中型车,95,前置后驱,凯迪拉克
奥迪A6L 2022款 45 TFSI 臻选动感型,2.3,2022-08,福州,36.30,48.17,自动,国VI,2L,2023-09-21,2024-08,2024-08,0,224,L4,中大型车,95,前置前驱,奥迪
奥迪A7 2016款 50 TFSI quattro 舒适型,8.4,2016-12,厦门,26.98,88.79,自动,国V,3L,2023-10-14,2023-12,2023-12,1,333,V6,中大型车,95,前置四驱,奥迪
朗逸 2021款 280TSI DSG舒适版,6.5,2021-04,泉州,9.50,15.95,自动,国VI,1.4L,2023-09-08,2025-04,2024-04,1,150,L4,紧凑型车,95,前置前驱,大众
奔驰GLB 2021款 GLB 180 动感型,4.2,2021-10,泉州,19.50,31.78,自动,国VI,1.3L,2023-10-21,2023-10,2023-10,1,136,L4,紧凑型SUV,95,前置前驱,奔驰
揽胜星脉 2019款 250PS,6.3,2019-02,三明,29.80,62.18,自动,国V(国VI),2L,2023-11-16,2025-02,2024-02,0,250,L4,中型SUV,95,前置四驱,路虎
奥迪R8 2016款 V10 Coupe Performance,4,2016-12,福州,125.00,249.64,自动,国V,5.2L,2023-11-07,2023-12,2023-12,0,611,V10,跑车,95,中置四驱,奥迪
沃尔沃V90 2021款 Cross Country B5 AWD 智尊版,1,2022-02,厦门,39.90,60.45,自动,国VI,2L,2023-09-17,2024-02,2024-02,0,250,L4,中大型车,95,前置四驱,沃尔沃
奥迪A6L 2016款 30 FSI 技术型,11,2016-09,福州,16.60,47.25,自动,国V,2.5L,2023-10-08,2023-09,2023-09,0,204,V6,中大型车,95,前置前驱,奥迪
雅阁 2018款 260TURBO 精英版 国V,6.2,2019-01,泉州,13.80,20.60,自动,国V,1.5L,2023-08-16,2025-01,2024-01,0,194,L4,中型车,92,前置前驱,本田
奥迪A7 2014款 35 FSI quattro 技术型,11,2014-09,厦门,16.80,79.02,自动,国IV,2.8L,2023-12-07,2024-09,2024-09,0,204,V6,中大型车,95,前置四驱,奥迪
雅阁 2018款 260TURBO 精英版 国V,8.5,2019-01,泉州,13.50,20.60,自动,国V,1.5L,2023-10-20,2025-01,2024-01,1,194,L4,中型车,92,前置前驱,本田
奥迪Q5 2016款 40 TFSI 进取型,12.7,2016-01,厦门,12.98,41.62,自动,国V,2L,2023-08-23,2024-01,2024-01,1,224,L4,中型SUV,95,前置四驱,奥迪
奥迪Q2L 2018款 35 TFSI 时尚致雅型 国VI,4,2019-11,泉州,12.50,25.68,自动,国VI,1.4L,2023-11-02,2023-11,2023-11,0,150,L4,小型SUV,95,前置前驱,奥迪
奥迪A4L 2013款 35 TFSI 自动舒适型,12,2014-01,泉州,8.50,35.81,自动,国IV+OBD,2L,2023-12-08,2024-01,2024-01,0,180,L4,中型车,95,前置前驱,奥迪
奥迪A3 2016款 Limousine 35 TFSI 风尚型,11,2016-10,泉州,7.80,25.17,自动,国IV(国V),1.4L,2023-11-15,2023-10,2023-10,1,150,L4,紧凑型车,95,前置前驱,奥迪
奥迪A4L 2019款 40 TFSI 时尚型 国V,8.5,2019-10,龙岩,17.38,36.45,自动,国V,2L,2023-12-01,2025-10,2024-10,1,190,L4,中型车,95,前置前驱,奥迪
奥迪A7 2020款 45 TFSI 臻选型,5.2,2020-05,厦门,43.98,66.52,自动,国VI,2L,2023-11-18,2024-05,2024-05,0,245,L4,中大型车,95,前置前驱,奥迪
奥迪S5 2012款 S5 3.0T Sportback,11,2013-07,福州,13.90,79.02,自动,欧IV+OBD,3L,2023-12-05,2024-07,2024-07,1,333,V6,中型车,95,前置四驱,奥迪
奥迪Q3 Sportback 2022款 40 TFSI 时尚型,1.1,2023-03,厦门,21.68,33.57,自动,国VI,2L,2023-10-24,2025-3,2024-3,0,186,L4,紧凑型SUV,95,前置前驱,奥迪
宝马3系 2019款 320Li M运动套装,7.7,2019-01,泉州,17.70,36.88,自动,国VI,2L,2023-08-29,2025-01,2024-01,1,184,L4,中型车,95,前置后驱,宝马
奥迪Q5 2013款 40 TFSI 技术型,14,2015-06,福州,12.50,46.41,自动,国IV(国V),2L,2023-09-01,2024-06,2024-06,1,211,L4,中型SUV,95,前置四驱,奥迪
奥迪Q5 2013款 40 TFSI 舒适型,15.5,2014-08,厦门,10.98,52.31,自动,国IV(国V),2L,2023-10-30,2024-08,2024-08,0,211,L4,中型SUV,95,前置四驱,奥迪
奥迪A3 2018款 30周年年型 Limousine 35 TFSI 进取型,8.5,2018-11,福州,9.88,21.33,自动,国V,1.4L,2023-11-19,2023-11,2023-11,0,150,L4,紧凑型车,95,前置前驱,奥迪
宝马3系 2019款 320Li 时尚型,5.5,2019-07,泉州,18.50,34.39,自动,国VI,2L,2023-08-18,2025-07,2024-07,0,184,L4,中型车,95,前置后驱,宝马
奥迪A3 2020款 Sportback 35 TFSI 进取型 国V,2,2020-07,厦门,11.00,20.54,自动,国V,1.4L,2023-11-30,2024-7,2024-7,0,150,L4,紧凑型车,95,前置前驱,奥迪
奥迪A6L 2019款 40 TFSI 豪华致雅型,6,2019-11,漳州,28.80,44.48,自动,国VI,2L,2023-11-25,2023-11,2023-11,1,190,L4,中大型车,95,前置前驱,奥迪
奥迪A7 2016款 50 TFSI quattro 舒适型,9,2017-07,厦门,28.80,88.79,自动,国V,3L,2023-07-17,2023-07,2023-07,1,333,V6,中大型车,95,前置四驱,奥迪
奥迪Q5 2016款 40 TFSI 舒适型,14,2017-01,厦门,14.80,51.99,自动,国V,2L,2023-11-07,2024-01,2024-01,1,224,L4,中型SUV,95,前置四驱,奥迪
揽胜极光 2016款 2.0T SE PLUS 智享版,7.2,2017-02,福州,12.80,54.06,自动,欧V,2L,2023-09-27,2024-02,2024-02,4,241,L4,中型SUV,95,前置四驱,路虎
奥迪A4L 2020款 40 TFSI 豪华动感型,3.8,2020-08,泉州,21.00,37.32,自动,国VI,2L,2023-12-03,2024-08,2024-08,2,190,L4,中型车,95,前置前驱,奥迪
揽胜 2018款 3.0 SC V6 Vogue 传世加长版,3,2018-06,厦门,109.80,174.54,自动,欧V,3L,2023-11-23,2024-06,2024-06,1,381,V6,中大型SUV,95,前置四驱,路虎
奥迪Q5L 2022款 40T 豪华动感型,1.8,2022-07,福州,30.58,45.13,自动,国VI,2L,2023-12-05,2024-07,2024-07,0,190,L4,中型SUV,95,前置四驱,奥迪
奥迪Q2L 2018款 35 TFSI 进取动感型 国V,6.9,2019-07,厦门,11.60,23.63,自动,国V,1.4L,2023-12-06,2024-7,2024-7,0,150,L4,小型SUV,95,前置前驱,奥迪
奥迪Q7 2020款 55 TFSI quattro S line运动型,2.4,2023-01,泉州,,已降1000元,自动,国VI,3L,2023-12-07,2025-01,2024-01,0,340,V6,中大型SUV,95,前置四驱,奥迪
奥迪A7 2021款 45 TFSI 臻选型,1.6,2021-04,福州,45.80,66.52,自动,国VI,2L,2023-12-03,2025-04,2024-04,0,245,L4,中大型车,95,前置前驱,奥迪
奥迪Q3 2015款 35 TFSI 舒适型,15,2015-05,厦门,7.98,34.30,自动,国IV(国V),2L,2023-11-27,2024-05,2024-05,1,170,L4,紧凑型SUV,95,前置前驱,奥迪
奥迪A6L 2020款 40 TFSI 豪华致雅型,6,2020-11,福州,26.00,44.48,自动,国VI,2L,2023-11-12,2024-11,2023-11,0,190,L4,中大型车,95,前置前驱,奥迪
奥迪A5 2022款 Cabriolet 40 TFSI 时尚动感型,0.9,2022-03,泉州,38.80,52.62,自动,国VI,2L,2023-10-23,2024-03,2024-03,0,204,L4,中型车,95,前置前驱,奥迪
奥迪A4L 2018款 30周年年型 40 TFSI 进取型,15,2018-09,厦门,14.00,33.32,自动,国V,2L,2023-11-23,2024-09,2024-09,0,190,L4,中型车,95,前置前驱,奥迪
奥迪Q3 2017款 35 TFSI 时尚型,8,2017-01,厦门,11.50,30.31,自动,国V,2L,2023-08-02,2024-01,2024-01,0,180,L4,紧凑型SUV,95,前置前驱,奥迪
宝马3系 2020款 325Li 首发版,5,2019-10,福州,21.58,35.16,自动,国VI,2L,2023-11-29,2025-10,2024-10,0,184,L4,中型车,95,前置后驱,宝马
奔驰G级 2021款 G 500 炽炎特别版,2.7,2021-10,厦门,197.80,230.88,自动,国VI,4L,2023-11-29,2025-10,2024-10,1,421,V8,中大型SUV,95,前置四驱,奔驰
荣威iMAX8 2021款 400TGI Supreme系列至尊版,7,2020-12,福州,13.80,27.55,自动,国VI,2L,2023-11-29,2024-12,2023-12,0,234,L4,,92,前置前驱,荣威
科鲁兹 2016款 1.5L 自动豪华版,8,2016-11,泉州,3.98,14.97,自动,国IV(国V),1.5L,2023-11-28,2023-11,2023-11,0,114,L4,紧凑型车,92,前置前驱,雪佛兰
迈锐宝 2012款 2.0L 自动豪华版,8,2015-06,泉州,3.98,19.53,自动,国IV,2L,2023-11-28,2024-06,2024-06,0,147,L4,中型车,92,前置前驱,雪佛兰
smart fortwo 2015款 1.0 MHD 新年特别版,6,2015-04,厦门,3.98,13.99,自动,欧IV,1L,2023-11-27,2024-04,2024-04,0,70,L3,微型车,95,后置后驱,smart
迈腾 2020款 330TSI DSG 领先型,3.5,2021-01,福州,13.80,23.87,自动,国VI,2L,2023-11-27,2025-1,2024-1,0,186,L4,中型车,95,前置前驱,大众
奥德赛 2007款 2.4L 舒适版,13.8,2007-04,泉州,3.39,27.66,自动,欧IV,2.4L,2023-11-27,2023-10,2024-4,0,160,L4,,92,前置前驱,本田
