车名,里程数,年份,城市,售价,原价,变速箱,排放标准,排量/续航,发布时间,年检到期,保险到期,过户次数,马力,气缸类型,车辆级别,燃油标号,驱动方式,品牌
奔驰M级 2012款 ML 300,17,2013-01,福州,15.50,86.73,自动,欧IV,3.5L,2023-11-30,2024-1,2024-1,0,252,V6,中大型SUV,95,前置四驱,奔驰
沃尔沃XC90 2024款 B6 智逸豪华版 7座,0.01,2023-09,福州,50.50,75.54,自动,国VI,2L,2023-10-29,2025-09,2024-09,1,299,L4,中大型SUV,95,前置四驱,沃尔沃
悦纳 2020款 1.4L 手动GLS炫酷版,2.27,2021-02,福州,5.03,8.45,手动,国VI,1.4L,2023-09-23,2025-2,2024-2,0,100,L4,小型车,92,前置前驱,现代
领克03 2022款 1.5TD DCT劲Pro,3,2021-09,福州,10.38,16.15,自动,国VI,1.5L,2023-12-08,2025-09,2024-09,0,180,L3,紧凑型车,95,前置前驱,领克
宝马X3 2022款 改款二 xDrive30i 领先型 M曜夜套装,3,2022-03,福州,30.80,48.18,自动,国VI,2L,2023-12-02,2024-03,2024-03,1,252,L4,中型SUV,95,前置四驱,宝马
沃尔沃S60 2021款 T4 智远豪华版,5.7,2021-01,福州,18.68,36.45,自动,国VI,2L,2023-11-11,2025-01,2024-01,1,190,L4,中型车,95,前置前驱,沃尔沃
Panamera 2019款 Panamera 4 行政加长版 2.9T,2,2020-02,福州,99.80,130.91,自动,国VI,2.9L,2023-09-24,2024-02,2024-02,1,330,V6,大型车,95,前置四驱,保时捷
奥迪Q5L 2020款 45 TFSI 尊享时尚型,8,2020-10,福州,26.00,48.33,自动,国VI,2L,2023-11-09,2024-10,2024-10,0,252,L4,中型SUV,95,前置四驱,奥迪
宝马5系 2021款 改款 530Li 领先型 M运动套装,3.8,2021-04,福州,35.90,50.14,自动,国VI,2L,2023-11-30,2025-04,2024-04,0,252,L4,中大型车,95,前置后驱,宝马
亚洲狮 2021款 2.0L 旗舰版,2.5,2021-04,福州,9.80,19.52,自动,国VI,2L,2023-11-10,2025-04,2024-04,1,171,L4,紧凑型车,92,前置前驱,丰田
奥迪A6L 2020款 45 TFSI 臻选动感型,1.9,2020-10,福州,32.30,47.74,自动,国VI,2L,2023-11-24,2024-10,2024-10,0,224,L4,中大型车,95,前置前驱,奥迪
宝马5系 2022款 改款二 530Li 领先型 豪华套装,3.1,2022-07,福州,38.60,51.22,自动,国VI,2L,2023-11-21,2024-07,2024-07,1,252,L4,中大型车,95,前置后驱,宝马
奥迪A7 2013款 50 TFSI quattro豪华型,10.8,2013-07,福州,17.60,103.99,自动,国IV,3L,2023-12-05,2024-07,2024-07,2,310,V6,中大型车,95,前置四驱,奥迪
奥迪S5 2017款 S5 3.0T Sportback,9,2019-12,福州,30.60,67.60,自动,国V,3L,2023-11-24,2023-12,2023-12,1,354,V6,中型车,95,前置四驱,奥迪
奥迪Q3 2021款 35 TFSI 时尚动感型,2,2021-05,福州,17.98,31.24,自动,国VI,1.4L,2023-10-06,2025-05,2024-05,1,150,L4,紧凑型SUV,95,前置前驱,奥迪
思皓A5 2021款 1.5T 手动豪华型,3.07,2021-01,福州,3.36,9.64,手动,国VI,1.5L,2023-12-06,2024-1,2024-1,0,150,L4,紧凑型车,92,前置前驱,思皓
奥迪A6L 2019款 40 TFSI 豪华动感型,7,2020-04,福州,25.88,44.48,自动,国VI,2L,2023-11-13,2024-04,2024-04,0,190,L4,中大型车,95,前置前驱,奥迪
宝马3系 2022款 320Li M运动套装,2,2021-09,福州,21.20,34.62,自动,国VI,2L,2023-10-15,2025-9,2024-9,0,156,L4,中型车,95,前置后驱,宝马
宝马X5 2022款 xDrive 30Li M运动套装,3,2022-07,福州,55.00,65.67,自动,国VI,2L,2023-12-09,2024-07,2024-07,0,245,L4,中大型SUV,95,前置四驱,宝马
雅阁 2022款 锐・混动 2.0L 幻夜・锐尊版,3.6,2022-09,福州,17.66,28.20,自动,国VI,2L,2023-11-11,2024-09,2024-09,0,146,L4,中型车,92,前置前驱,本田
帕萨特 2020款 改款 280TSI 商务版 国VI,2.2,2021-03,福州,12.30,20.18,自动,国VI,1.4L,2023-10-12,2025-3,2024-3,0,150,L4,中型车,95,前置前驱,大众
奥迪A3 2021款 A3L Limousine 35 TFSI 时尚运动型,2.4,2021-03,福州,13.70,24.94,自动,国VI,1.4L,2023-12-07,2024-3,2024-3,0,150,L4,紧凑型车,95,前置前驱,奥迪
奥迪A4L 2020款 40 TFSI 时尚动感型,4.3,2021-04,福州,18.58,34.60,自动,国VI,2L,2023-11-13,2025-04,2024-04,0,190,L4,中型车,95,前置前驱,奥迪
凯迪拉克CT5 2020款 改款 28T 豪华型,3.2,2021-01,福州,18.98,32.53,自动,国VI,2L,2023-12-07,2025-01,2024-01,0,237,L4,中型车,95,前置后驱,凯迪拉克
奥迪Q5L 2020款 改款 40 TFSI 荣享时尚型,6.27,2021-01,福州,25.50,45.13,自动,国VI,2L,2023-11-11,2025-01,2024-01,1,190,L4,中型SUV,95,前置四驱,奥迪
RAV4荣放 2021款 2.0L CVT两驱风尚版,3.7,2021-11,福州,14.70,21.25,自动,国VI,2L,2023-10-26,2023-11,2023-11,0,171,L4,紧凑型SUV,92,前置前驱,丰田
奥迪Q7 2023款 45 TFSI quattro S line运动型,0.2,2023-10,福州,53.98,68.69,自动,国VI,2L,2023-12-05,2025-10,2024-10,1,265,L4,中大型SUV,95,前置四驱,奥迪
奥迪R8 2016款 V10 Coupe Performance,4,2016-12,福州,125.00,249.64,自动,国V,5.2L,2023-11-07,2023-12,2023-12,0,611,V10,跑车,95,中置四驱,奥迪
奥迪A6L 2022款 45 TFSI 臻选动感型,3,2022-06,福州,36.30,48.17,自动,国VI,2L,2023-12-04,2024-6,2024-6,0,224,L4,中大型车,95,前置前驱,奥迪
奥迪A3 2019款 Limousine 35 TFSI 风尚型 国VI,5,2019-10,福州,9.90,25.26,自动,国VI,1.4L,2023-10-17,2023-10,2023-10,1,150,L4,紧凑型车,95,前置前驱,奥迪
沃尔沃S90 2020款 T5 智逸豪华版,4.9,2020-02,福州,18.99,43.73,自动,国VI,2L,2023-12-07,2024-02,2024-02,0,254,L4,中大型车,95,前置前驱,沃尔沃
奥迪A6L 2019款 45 TFSI 臻选动感型,5.4,2019-08,福州,23.80,47.09,自动,国VI,2L,2023-11-29,2025-08,2024-08,0,224,L4,中大型车,95,前置前驱,奥迪
奥迪Q5L Sportback 2021款 45 TFSI 豪华型,4.9,2021-06,福州,29.50,52.16,自动,国VI,2L,2023-12-03,2025-06,2024-06,1,252,L4,中型SUV,95,前置四驱,奥迪
奥迪A6L 2009款 2.0 TFSI 自动标准型,10,2011-12,福州,3.50,43.20,自动,欧IV,2L,2023-12-05,2023-12,2023-12,0,170,L4,中大型车,95,前置前驱,奥迪
奥迪A4L 2018款 30周年年型 40 TFSI 进取型,9,2018-09,福州,15.98,33.32,自动,国V,2L,2023-11-08,2024-09,2024-09,1,190,L4,中型车,95,前置前驱,奥迪
昂科威 2021款 532T 两驱精英型,3.98,2021-02,福州,12.32,21.70,自动,国VI,1.5L,2023-11-13,2025-2,2024-1,0,169,L4,中型SUV,92,前置前驱,别克
奥迪A4L 2018款 30周年年型 40 TFSI 进取型,9.8,2018-09,福州,16.60,33.32,自动,国V,2L,2023-11-08,2024-09,2024-09,1,190,L4,中型车,95,前置前驱,奥迪
雷克萨斯RX 2020款 改款 300 四驱典雅版,2.3,2022-09,福州,38.80,51.99,自动,国VI,2L,2023-11-30,2024-09,2024-09,2,231,L4,中大型SUV,95,前置四驱,雷克萨斯
红旗HS5 2022款 2.0T 智联旗享版,2.5,2022-11,福州,13.98,21.69,自动,国VI,2L,2023-10-18,2024-11,2023-11,0,224,L4,中型SUV,95,前置前驱,红旗
奥迪A3 2014款 Limousine 35 TFSI 自动舒适型,7,2017-09,泉州,8.68,27.66,自动,国IV(国V),1.4L,2023-12-06,2024-09,2024-09,0,150,L4,紧凑型车,95,前置前驱,奥迪
沃尔沃S60 2022款 B4 智远豪华版,5,2021-08,福州,19.58,36.88,自动,国VI,2L,2023-12-06,2025-08,2024-08,0,197,L4,中型车,95,前置前驱,沃尔沃
昂科威 2016款 20T 两驱领先型,9,2016-07,福州,5.80,23.87,自动,国V,1.5L,2023-11-30,2024-07,2024-07,0,169,L4,中型SUV,92,前置前驱,别克
奔驰GLC 2019款 GLC 260 4MATIC 动感型,6,2019-07,福州,27.00,46.65,自动,欧V,2L,2023-11-25,2025-07,2024-07,1,211,L4,中型SUV,95,前置四驱,奔驰
雷克萨斯RX 2020款 300 两驱精英版 国VI,6,2020-01,福州,28.80,43.20,自动,国VI,2L,2023-12-01,2024-01,2024-01,0,231,L4,中大型SUV,95,前置前驱,雷克萨斯
雷克萨斯RX 2020款 改款 300 四驱典雅版,4,2020-07,福州,37.00,51.99,自动,国VI,2L,2023-11-25,2024-07,2024-07,1,231,L4,中大型SUV,95,前置四驱,雷克萨斯
宝马X3 2018款 xDrive28i M运动套装 国VI,4,2019-01,福州,26.30,46.22,自动,国VI,2L,2023-11-25,2025-01,2024-01,1,224,L4,中型SUV,95,前置四驱,宝马
途昂 2017款 380TSI 四驱豪华版,8,2018-01,福州,17.80,40.04,自动,国V,2L,2023-11-25,2024-01,2024-01,1,220,L4,中大型SUV,95,前置四驱,大众
迈腾GTE插电混动 2020款 GTE 尊贵型,0.98,2020-05,福州,14.58,29.19,自动,插电混动,56km,2023-11-25,2024-05,2024-05,0,150,L4,中型车,前置前驱,"
            ",大众
Cayenne 2015款 Cayenne 3.0T,14,2015-09,福州,31.50,105.51,自动,欧V,3L,2023-11-20,2024-09,2024-09,0,333,V6,中大型SUV,95,前置四驱,保时捷
雷克萨斯RX经典 2012款 270 豪华版,21,2012-10,福州,9.90,62.20,自动,欧IV,2.7L,2023-12-01,2024-10,2024-10,2,188,L4,中型SUV,92,前置前驱,雷克萨斯
奔驰GLE 2020款 GLE 450 4MATIC 时尚型,4,2020-08,福州,65.80,91.59,自动,国VI,3L,2023-11-20,2024-08,2024-08,0,367,L6,中大型SUV,95,前置四驱,奔驰
轩逸 2016款 1.6XL CVT豪华版,8,2017-08,福州,5.98,14.65,自动,国V,1.6L,2023-11-09,2024-08,2024-08,0,126,L4,紧凑型车,92,前置前驱,日产
赛那SIENNA 2023款 2.5L混动 豪华版,2,2023-03,福州,33.80,36.23,自动,国VI,2.5L,2023-11-08,2025-03,2024-03,1,189,L4,,92,前置前驱,丰田
宝马5系 2020款 530Li 尊享型 M运动套装,5,2020-04,福州,,已降1,自动,国VI,2L,2023-10-27,2024-04,2024-04,1,252,L4,中大型车,95,前置后驱,宝马
普拉多 2018款 3.5L 自动TX,5,2018-10,福州,39.80,48.93,自动,国V,3.5L,2023-10-16,2024-10,2023-10,1,280,V6,中大型SUV,95,前置四驱,丰田
宝马3系 2018款 320Li 领先型M运动套装,5.6,2018-03,福州,15.30,37.97,自动,国V,2L,2023-10-13,2024-03,2024-03,0,184,L4,中型车,95,前置后驱,宝马
哈弗H7 2019款 2.0T 悦享型 国V,5.2,2019-03,福州,5.80,16.50,自动,国V,2L,2023-10-13,2025-03,2024-03,0,231,L4,中型SUV,92,前置前驱,哈弗
宋MAX 2019款 1.5T 自动智联睿动型 7座 国V,5.6,2019-12,福州,5.88,12.69,自动,国V,1.5L,2023-11-15,2023-12,2023-12,0,154,L4,,92,前置前驱,比亚迪
Cayenne 2006款 Cayenne 3.2L AT,31,2006-11,福州,5.88,85.75,自动,欧IV,3.2L,2023-10-13,2024-05,2023-11,3,250,V6,中大型SUV,95,前置四驱,保时捷
奔驰S级 2012款 S 350 L Grand Edition,14,2012-02,福州,18.80,151.75,自动,欧IV,3.5L,2023-10-13,2024-02,2024-02,3,306,V6,大型车,95,前置后驱,奔驰
自由光 2017款 2.0L 优越版,5.6,2019-01,福州,7.88,23.86,自动,国V,2L,2023-10-13,2025-01,2024-01,2,155,L4,中型SUV,92,前置前驱,Jeep
福克斯 2011款 两厢 1.8L 自动时尚型,9,2011-07,福州,1.68,13.87,自动,国IV,1.8L,2023-10-11,2024-07,2024-07,4,124,L4,紧凑型车,92,前置前驱,福特
朗逸 2013款 改款经典 1.6L 自动风尚版,8,2016-07,福州,3.98,13.56,自动,国IV(国V),1.6L,2023-09-19,2024-07,2024-07,1,110,L4,紧凑型车,92,前置前驱,大众
宝马X1 2018款 xDrive20Li 尊享型,7.7,2017-10,福州,14.98,37.64,自动,国V,2L,2023-12-03,2023-10,2023-10,1,192,L4,紧凑型SUV,95,前置四驱,宝马
轩逸 2018款 1.6XV CVT尊享版,7,2020-01,福州,6.80,14.96,自动,国V,1.6L,2023-07-22,2024-01,2024-01,0,126,L4,紧凑型车,92,前置前驱,日产
森雅S80 2015款 1.5L 自动5座都市版,9.9,2015-12,福州,2.50,7.04,自动,国IV,1.5L,2023-04-09,2023-12,2023-12,1,109,L4,小型SUV,92,前置后驱,一汽
Model X 2019款 Performance 高性能版,5.8,2019-12,福州,61.80,94.75,自动,纯电动,550km,2023-04-06,2023-12,2023-12,1,785,,中大型SUV,双电机四驱,"
            ",特斯拉
飞度 2023款 1.5L CVT潮跑版,1,2022-09,福州,7.58,10.51,自动,国VI,1.5L,2023-12-01,2024-09,2024-09,1,124,L4,小型车,92,前置前驱,本田
威驰 2014款 1.5L 自动智臻版,6.5,2014-08,福州,3.80,9.53,自动,国IV(国V),1.5L,2023-11-30,2024-08,2024-08,0,107,L4,小型车,92,前置前驱,丰田
福克斯 2009款 两厢 1.8L 自动时尚型,13,2009-12,福州,1.38,14.64,自动,国IV,1.8L,2023-11-30,2023-12,2023-12,0,124,L4,紧凑型车,92,前置前驱,福特
长安欧尚科尚 2019款 1.5T 手动智能型 国V,4,2020-01,福州,5.28,13.00,手动,国V,1.5L,2023-11-29,2024-01,2024-01,0,156,L4,,92,前置前驱,长安欧尚
骐达TIIDA 2016款 1.6L CVT智行版,2,2018-01,福州,5.38,13.34,自动,国V,1.6L,2023-11-29,2024-01,2024-01,0,126,L4,紧凑型车,92,前置前驱,日产
宝马5系 2023款 530Li 尊享型 M运动套装,0.2,2023-05,福州,36.80,56.72,自动,国VI,2L,2023-11-25,2025-05,2024-05,0,245,L4,中大型车,95,前置后驱,宝马
北京现代ix25 2017款 1.6L 自动智能型,3.7,2017-03,福州,5.80,14.42,自动,国V,1.6L,2023-11-11,2024-03,2024-03,0,125,L4,小型SUV,92,前置前驱,现代
凯迪拉克CT6 2020款 28T 豪华型,5.5,2020-03,福州,20.60,46.64,自动,国VI,2L,2023-11-11,2024-03,2024-03,0,241,L4,中大型车,95,前置后驱,凯迪拉克
名图 2017款 1.6T 自动智能型GLS 国V,6.9,2017-12,福州,5.50,17.35,自动,国V,1.6L,2023-12-07,2023-12,2023-12,0,175,L4,中型车,92,前置前驱,现代
奥迪A4L 2018款 30周年年型 40 TFSI 时尚型,5,2018-08,福州,15.80,37.22,自动,国V,2L,2023-11-11,2024-08,2024-08,0,190,L4,中型车,95,前置前驱,奥迪
雅阁 2018款 260TURBO 精英版 国V,5,2018-12,福州,11.80,20.60,自动,国V,1.5L,2023-11-11,2024-12,2023-12,0,194,L4,中型车,92,前置前驱,本田
天籁 2019款 2.0T XL Upper 智享版,6.8,2019-06,福州,9.80,24.94,自动,国VI,2L,2023-11-11,2025-06,2024-06,0,252,L4,中型车,95,前置前驱,日产
RAV4荣放 2010款 2.0L 自动豪华升级版,13,2010-08,福州,3.30,24.73,自动,欧IV,2L,2023-11-30,2024-08,2024-08,0,150,L4,紧凑型SUV,95,前置前驱,丰田
途观 2012款 1.8TSI 自动四驱菁英版,16,2012-10,福州,4.68,29.50,自动,国IV(国V),1.8L,2023-11-09,2024-10,2024-10,0,160,L4,紧凑型SUV,95,前置四驱,大众
起亚K2 2012款 三厢 1.6L AT Premium ECO纪念版,8,2012-04,福州,1.99,11.93,自动,国IV(国V),1.6L,2023-11-09,2024-04,2024-04,0,123,L4,小型车,92,前置前驱,起亚
标致408 2018款 改款 350THP 自动豪华版,8,2018-05,福州,4.68,17.55,自动,国V,1.6L,2023-11-09,2024-05,2024-05,0,167,L4,紧凑型车,92,前置前驱,标致
逸动XT 2013款 1.6L 自动俊酷型 国IV,6,2014-04,福州,1.98,9.98,自动,国IV,1.6L,2023-11-09,2024-04,2024-04,0,125,L4,紧凑型车,92,前置前驱,长安
经典帝豪 2010款 三厢 1.8L CVT尊贵型,8,2011-04,福州,1.28,11.92,自动,国IV,1.8L,2023-11-09,2024-04,2024-04,1,139,L4,紧凑型车,92,前置前驱,吉利汽车
红旗HS5 2019款 2.0T 智联旗悦版,3.3,2021-02,福州,11.50,19.95,自动,国VI,2L,2023-11-28,2025-02,2024-02,1,224,L4,中型SUV,95,前置前驱,红旗
卡罗拉 2014款 1.6L CVT GL-i,14,2015-03,福州,4.50,13.87,自动,国IV(国V),1.6L,2023-11-08,2024-03,2024-03,1,122,L4,紧凑型车,92,前置前驱,丰田
轩逸 2020款 1.6L XL CVT悦享版,6.8,2020-02,福州,7.68,14.10,自动,国VI,1.6L,2023-12-01,2024-02,2024-02,0,139,L4,紧凑型车,92,前置前驱,日产
宝马X3 2020款  xDrive25i 豪华套装,5,2020-01,福州,25.80,42.31,自动,国VI,2L,2023-12-03,2024-01,2024-01,0,184,L4,中型SUV,95,前置四驱,宝马
奥迪A4L 2017款 Plus 40 TFSI 进取型,12,2017-09,福州,13.80,32.54,自动,国V,2L,2023-11-29,2024-09,2024-09,0,190,L4,中型车,95,前置前驱,奥迪
奥迪A6L 2019款 45 TFSI 臻选动感型,5.4,2019-08,福州,23.80,47.09,自动,国VI,2L,2023-11-29,2025-08,2024-08,0,224,L4,中大型车,95,前置前驱,奥迪
奥迪Q3 Sportback 2023款 40 TFSI 时尚型,1,2023-06,福州,21.60,33.57,自动,国VI,2L,2023-11-25,2025-06,2024-06,0,186,L4,紧凑型SUV,95,前置前驱,奥迪
Polo 2016款 1.4L 自动风尚型,7.9,2017-03,福州,4.88,9.54,自动,国V,1.4L,2023-11-25,2024-03,2024-03,0,90,L4,小型车,92,前置前驱,大众
大众ID.3 2022款 Pro 极智版,0.8,2022-11,福州,11.88,20.82,自动,纯电动,450km,2023-11-26,2024-11,2023-11,0,170,,紧凑型车,后置后驱,"
            ",大众
高尔夫 2016款 230TSI 自动舒适型,8.6,2016-05,福州,6.58,16.81,自动,国V,1.4L,2023-11-25,2024-05,2024-05,0,131,L4,紧凑型车,95,前置前驱,大众
Mustang 2017款 2.3T 性能版,4,2017-12,福州,15.30,43.07,自动,国V,2.3L,2023-11-24,2023-12,2023-12,0,314,L4,跑车,92,前置后驱,福特
奥迪Q5L 2022款 40T 豪华致雅型,1.5,2022-06,福州,32.58,45.13,自动,国VI,2L,2023-11-21,2024-6,2024-6,1,190,L4,中型SUV,95,前置四驱,奥迪
沃尔沃S90 2019款 T5 智逸版,8.7,2019-03,福州,18.50,43.73,自动,国V,2L,2023-10-29,2025-03,2024-03,0,254,L4,中大型车,95,前置前驱,沃尔沃
奥迪Q5 2015款 40 TFSI 技术型,7.5,2017-05,福州,13.80,46.85,自动,国V,2L,2023-12-04,2024-06,2024-06,0,224,L4,中型SUV,95,前置四驱,奥迪
奥迪A4L 2020款 40 TFSI 豪华动感型,4,2021-12,福州,21.38,37.32,自动,国VI,2L,2023-11-13,2023-12,2023-12,0,190,L4,中型车,95,前置前驱,奥迪
奥迪S4 2020款 S4 3.0TFSI,4.5,2021-03,福州,34.98,50.89,自动,国VI,3L,2023-11-05,2025-03,2024-03,1,354,V6,中型车,95,前置四驱,奥迪
卡罗拉 2021款 1.2T S-CVT精英PLUS版,2.19,2021-11,福州,8.30,13.98,自动,国VI,1.2L,2023-12-06,2024-11,2023-11,0,116,L4,紧凑型车,92,前置前驱,丰田
奥迪A6L 2021款 45 TFSI 臻选动感型,1.6,2021-06,福州,30.00,48.17,自动,国VI,2L,2023-05-31,2023-6,2023-6,0,224,L4,中大型车,95,前置前驱,奥迪
沃尔沃S90 2018款 T5 智远版,7.2,2018-02,福州,16.80,48.72,自动,国V,2L,2023-11-09,2024-02,2024-02,0,254,L4,中大型车,95,前置前驱,沃尔沃
沃尔沃S60 2016款 S60L T3 智行版,8.3,2016-04,福州,7.50,28.97,自动,国V,1.5L,2023-11-16,2024-04,2024-04,1,152,L4,中型车,95,前置前驱,沃尔沃
凯迪拉克XT6 2021款 28T 六座四驱风尚型,3.6,2021-03,福州,27.00,44.47,自动,国VI,2L,2023-12-05,2025-03,2024-03,0,237,L4,中大型SUV,95,前置四驱,凯迪拉克
奥迪A6L 2014款 TFSI 标准型,8,2013-12,福州,10.50,44.48,自动,国IV(国V),2L,2023-11-23,2023-12,2023-12,0,180,L4,中大型车,95,前置前驱,奥迪
宝马X5(进口) 2021款 xDrive40i M运动套装,3.5,2021-08,福州,50.50,82.48,自动,国VI,3L,2023-12-08,2023-8,2023-8,0,340,L6,中大型SUV,95,前置四驱,宝马
奥迪A7 2012款 2.8FSI quattro进取型,17,2012-10,福州,13.50,79.02,自动,国IV,2.8L,2023-11-25,2023-10,2023-10,0,204,V6,中大型车,95,前置四驱,奥迪
Panamera 2014款 Panamera 3.0T,10,2014-10,福州,38.00,124.29,自动,欧V,3L,2023-11-20,2024-10,2024-10,1,320,V6,大型车,95,前置后驱,保时捷
奥迪S8 2014款 S8 4.0TFSI quattro,13,2014-02,福州,39.90,215.79,自动,欧V,4L,2023-11-15,2024-02,2024-02,0,520,V8,大型车,95,前置四驱,奥迪
奥迪A4L 2020款 40 TFSI 时尚动感型,2.5,2020-11,福州,18.30,34.60,自动,国VI,2L,2023-11-25,2024-11,2023-11,0,190,L4,中型车,95,前置前驱,奥迪
领克05 2020款 2.0TD 四驱劲Halo,5.05,2021-02,福州,12.90,23.10,自动,国VI,2L,2023-12-06,2024-2,2024-2,3,254,L4,紧凑型SUV,95,前置四驱,领克
哈弗H6S 2022款 2.0T 两驱智跑版,2.5,2022-03,福州,10.58,15.95,自动,国VI,2L,2023-11-23,2024-03,2024-03,0,211,L4,紧凑型SUV,92,前置前驱,哈弗
途观L 2022款 330TSI 自动两驱R-Line旗舰版,2.89,2022-05,福州,19.35,27.66,自动,国VI,2L,2023-10-10,2024-5,2024-5,0,186,L4,中型SUV,95,前置前驱,大众
奥迪A7 2021款 45 TFSI 臻选型,2,2021-03,福州,48.00,66.52,自动,国VI,2L,2023-11-19,2024-3,2024-3,0,245,L4,中大型车,95,前置前驱,奥迪
凯美瑞 2021款 2.5G 豪华版,3.8,2022-01,福州,16.50,23.86,自动,国VI,2.5L,2023-11-24,2024-01,2024-01,0,209,L4,中型车,92,前置前驱,丰田
宝马7系 2018款 730Li 领先型 卓越套装,9.7,2017-01,福州,31.80,87.71,自动,欧VI,2L,2023-11-18,2024-01,2024-01,0,258,L4,大型车,95,前置后驱,宝马
逍客 2021款 2.0L CVT豪华版,2.32,2021-11,福州,10.20,18.32,自动,国VI,2L,2023-11-06,2024-11,2023-11,0,151,L4,紧凑型SUV,92,前置前驱,日产
奥迪Q5 2017款 40 TFSI 舒适型,9,2017-06,福州,15.88,50.96,自动,国V,2L,2023-11-12,2024-06,2024-06,0,230,L4,中型SUV,95,前置四驱,奥迪
红旗HS5 2019款 2.0T 智联旗享四驱版,5,2021-02,福州,13.20,23.21,自动,国VI,2L,2023-11-17,2025-02,2024-02,0,224,L4,中型SUV,95,前置四驱,红旗
索纳塔 2020款 270TGDi DCT GLS精英版,2.7,2021-01,福州,10.18,18.65,自动,国VI,1.5L,2023-07-27,2025-01,2024-01,0,170,L4,中型车,92,前置前驱,现代
奥迪Q5 2011款 2.0TFSI 进取型,8,2011-11,福州,5.03,41.23,自动,国IV(国V),2L,2023-11-19,2023-11,2023-11,0,211,L4,中型SUV,95,前置四驱,奥迪
宝马5系 2019款 改款 530Li 领先型 M运动套装,10,2019-06,福州,24.38,50.36,自动,国VI,2L,2023-12-03,2025-06,2024-06,1,252,L4,中大型车,95,前置后驱,宝马
奥迪A6L 2012款 30 FSI 舒适型,9.8,2013-09,福州,8.68,51.30,自动,国IV(国V),2.5L,2023-10-27,2024-09,2024-09,1,190,V6,中大型车,95,前置前驱,奥迪
奥迪A4L 2022款 40 TFSI 豪华动感型,1.8,2022-01,福州,22.80,37.32,自动,国VI,2L,2023-10-26,2024-01,2024-01,0,190,L4,中型车,95,前置前驱,奥迪
奥迪A4L 2020款 40 TFSI 豪华动感型,7,2020-12,福州,19.58,37.32,自动,国VI,2L,2023-12-03,2024-12,2023-12,1,190,L4,中型车,95,前置前驱,奥迪
速腾 2015款 1.6L 自动舒适型,9,2016-06,福州,5.73,16.37,自动,国V,1.6L,2023-09-20,2024-06,2024-06,0,110,L4,紧凑型车,92,前置前驱,大众
奥迪Q3 2022款 35 TFSI 时尚动感型,1,2022-11,福州,19.30,31.78,自动,国VI,1.4L,2023-11-02,2024-11,2023-11,0,150,L4,紧凑型SUV,95,前置前驱,奥迪
Panamera 2014款 Panamera 3.0T,9,2014-06,福州,36.50,124.29,自动,欧V,3L,2023-06-30,2023-06,2023-06,3,320,V6,大型车,95,前置后驱,保时捷
Model 3 2022款 后轮驱动版,2.41,2022-09,福州,19.61,25.17,自动,纯电动,556km,2023-12-03,2024-9,2024-9,0,264,,中型车,后置后驱,"
            ",特斯拉
奥迪A3 2022款 A3L Limousine 35 TFSI 时尚运动型,1.6,2022-11,福州,15.30,24.94,自动,国VI,1.4L,2023-12-06,2024-11,2024-11,0,150,L4,紧凑型车,95,前置前驱,奥迪
Macan 2022款 Macan T 2.0T,2,2022-05,福州,49.98,67.08,自动,国VI,2L,2023-11-07,2024-05,2024-05,0,265,L4,中型SUV,95,前置四驱,保时捷
奥迪A4L 2020款 40 TFSI 时尚动感型,2.3,2020-07,福州,18.98,34.60,自动,国VI,2L,2023-05-31,2024-7,2023-7,0,190,L4,中型车,95,前置前驱,奥迪
坦克300 2021款 越野版 2.0T 征服者,4.47,2021-09,福州,18.23,23.21,自动,国VI,2L,2023-11-05,2023-9,2023-9,0,227,L4,紧凑型SUV,92,前置四驱,坦克
奥迪A4L 2019款 45 TFSI quattro 个性运动版 国VI,7,2019-06,福州,20.80,39.38,自动,国VI,2L,2023-08-28,2025-06,2024-06,0,252,L4,中型车,95,前置四驱,奥迪
宝马X5(进口) 2020款 xDrive40i M运动套装,9.4,2020-05,福州,49.38,82.48,自动,国VI,3L,2023-10-22,2024-05,2024-05,0,340,L6,中大型SUV,95,前置四驱,宝马
昂科威 2019款 20T 两驱豪华型 国VI,9,2019-09,福州,9.30,22.78,自动,国VI,1.5L,2023-11-07,2025-09,2024-09,0,169,L4,中型SUV,92,前置前驱,别克
星瑞 2021款 2.0TD 尊贵型,2.3,2021-01,福州,8.50,15.16,自动,国VI,2L,2023-09-14,2025-1,2024-1,0,190,L4,紧凑型车,95,前置前驱,吉利汽车
宝马5系 2020款 530Li 领先型 M运动套装,3,2020-11,福州,31.50,50.68,自动,国VI,2L,2023-09-28,2024-11,2023-11,0,252,L4,中大型车,95,前置后驱,宝马
奥迪A6L 2019款 45 TFSI 臻选动感型,3.8,2019-04,福州,27.50,47.09,自动,国VI,2L,2023-09-10,2025-04,2024-04,0,224,L4,中大型车,95,前置前驱,奥迪
宝马5系 2021款 530Li 尊享型 M运动套装,2,2021-07,福州,33.98,55.02,自动,国VI,2L,2023-10-21,2025-07,2024-07,0,252,L4,中大型车,95,前置后驱,宝马
奥迪Q5 2013款 40 TFSI 技术型,9,2013-06,福州,8.60,46.41,自动,国IV(国V),2L,2023-11-15,2024-06,2024-06,1,211,L4,中型SUV,95,前置四驱,奥迪
