车名,里程数,年份,城市,售价,原价,变速箱,排放标准,排量/续航,发布时间,年检到期,保险到期,过户次数,马力,气缸类型,车辆级别,燃油标号,驱动方式,品牌
宝马5系 2018款 525Li 豪华套装,9.9,2018-07,龙岩,23.98,47.42,自动,国V,2L,2023-11-30,2024-7,2024-8,1,184,L4,中大型车,95,前置后驱,宝马
宝马3系 2019款 320Li 时尚型,8.0,2019-02,龙岩,17.8,34.39,自动,国VI,2L,2023-09-13,2025-02,2024-02,2,184,L4,中型车,95,前置后驱,宝马
MINI 2021款 1.5T COOPER CABRIO Sidewalk,0.5,2021-05,龙岩,24.8,36.45,自动,国VI,1.5L,2023-12-03,2024-5,2024-5,0,136,L3,小型车,95,前置前驱,MINI
奥拓 2016款 1.0L 手动豪华炫动版,3.3,2016-12,龙岩,1.63,5.74,手动,国IV(国V),1L,2023-11-23,2023-12,2023-12,1,71,L3,微型车,92,前置前驱,铃木
奇骏 2015款 2.0L CVT舒适MAX版 2WD,10.0,2016-09,龙岩,8.68,22.01,自动,国IV(国V),2L,2023-11-07,2024-09,2024-09,0,150,L4,紧凑型SUV,92,前置前驱,日产
迈凯伦GT 2019款 4.0T 标准型,1.6,2020-07,龙岩,143.0,226.65,自动,国VI,4L,2023-11-28,2024-07,2024-07,0,620,V8,跑车,95,中置后驱,迈凯伦
雷克萨斯ES 2015款 200 精英版,3.6,2018-01,龙岩,17.9,30.28,自动,欧IV,2L,2023-09-22,2024-01,2024-01,0,167,L4,中大型车,92,前置前驱,雷克萨斯
宝马1系 2020款 120i 时尚型,5.8,2020-09,龙岩,11.18,21.58,自动,国VI,1.5L,2023-09-26,2024-09,2023-09,1,140,L3,紧凑型车,95,前置前驱,宝马
冠道 2020款 240TURBO 两驱智享版,1.0,2021-01,龙岩,17.98,27.77,自动,国VI,1.5L,2023-11-21,2025-01,2024-01,1,193,L4,中型SUV,92,前置前驱,本田
凯迪拉克ATS-L 2017款 28T 技术型,7.0,2018-05,龙岩,11.38,29.72,自动,国IV(国V),2L,2023-10-27,2024-05,2024-05,1,279,L4,中型车,95,前置后驱,凯迪拉克
理想ONE 2020款 增程6座版,4.0,2022-08,龙岩,21.98,35.60,自动,增程式,180km,2023-11-06,2024-08,2024-08,0,131,,中大型SUV,,双电机四驱,理想汽车
迈凯伦570 2015款 570S 3.8T Coupe,2.3,2017-11,龙岩,119.9,325.53,自动,欧V,3.8L,2023-11-03,2023-11,2023-11,0,570,V8,跑车,95,中置后驱,迈凯伦
Model Y 2022款 后轮驱动版,6.7,2022-02,龙岩,21.88,34.40,自动,纯电动,545km,2023-10-12,2024-02,2024-02,0,264,,中型SUV,,后置后驱,特斯拉
宝马3系 2021款 325Li M运动曜夜套装,4.8,2021-01,龙岩,27.98,39.72,自动,国VI,2L,2023-12-02,2024-1,2024-1,0,184,L4,中型车,95,前置后驱,宝马
皇冠 2007款 2.5L Royal 真皮版,20.0,2007-12,龙岩,4.38,34.74,自动,欧IV,2.5L,2023-11-02,2024-06,2023-12,2,197,V6,中大型车,95,前置后驱,丰田
Aventador 2011款 LP 700-4,2.5,2013-06,龙岩,238.0,704.25,自动,欧V,6.5L,2023-11-28,2024-06,2024-06,0,700,V12,跑车,98,中置四驱,兰博基尼
威尔法 2021款 皇冠 双擎 2.5L HV尊贵版,1.0,2022-04,龙岩,83.8,96.61,自动,国VI,2.5L,2023-11-06,2024-04,2024-04,1,117,L4,,92,前置四驱,丰田
标致408 2018款 230THP 自动豪华版,9.0,2017-03,龙岩,3.55,16.47,自动,国V,1.2L,2023-12-04,2024-3,2024-3,0,136,L3,紧凑型车,92,前置前驱,标致
宝马X3 2020款  xDrive28i M运动套装,4.3,2020-11,龙岩,28.88,46.22,自动,国VI,2L,2023-11-23,2024-11,2023-11,0,224,L4,中型SUV,95,前置四驱,宝马
菲斯塔 2019款 280TGDi 智速版 国V,8.8,2018-10,龙岩,6.28,15.28,自动,国V,1.6L,2023-11-28,2024-10,2024-10,1,204,L4,紧凑型车,92,前置前驱,现代
骐达TIIDA 2016款 1.6L CVT智行版,6.9,2018-07,龙岩,6.79,13.34,自动,国V,1.6L,2023-06-10,2024-07,2023-07,1,126,L4,紧凑型车,92,前置前驱,日产
帝豪GS 2018款 运动版 1.4T 自动领尚型,3.8,2019-05,龙岩,5.28,10.94,自动,国V,1.4L,2023-10-24,2025-05,2024-05,1,133,L4,紧凑型SUV,92,前置前驱,吉利汽车
宝马X1 2018款 sDrive18Li 尊享型,10.0,2018-01,龙岩,11.58,32.98,自动,国V,1.5L,2023-12-02,2024-01,2024-01,0,136,L3,紧凑型SUV,95,前置前驱,宝马
保时捷718 2018款 Boxster 2.0T,5.0,2019-09,龙岩,38.88,61.33,自动,欧V,2L,2023-12-08,2025-09,2024-09,3,250,H4,跑车,95,中置后驱,保时捷
骐达TIIDA 2016款 1.6L CVT智行版,8.2,2018-01,龙岩,6.68,13.34,自动,国V,1.6L,2023-10-02,2024-01,2024-01,0,126,L4,紧凑型车,92,前置前驱,日产
宝马X5新能源(进口) 2017款 xDrive40e,8.0,2020-11,龙岩,34.88,93.34,自动,插电混动,27km,2023-11-01,2024-11,2023-11,1,245,L4,中大型SUV,,前置四驱,宝马
本田UR-V 2017款 370TURBO 两驱尊贵版 国V,7.0,2018-05,龙岩,16.98,30.37,自动,国V,2L,2023-11-30,2024-05,2024-05,6,272,L4,中型SUV,92,前置前驱,本田
smart forfour 2016款 1.0L 52千瓦激情版,6.5,2017-02,龙岩,7.28,14.74,自动,国V,1L,2023-09-25,2024-02,2024-02,1,71,L3,微型车,95,后置后驱,smart
凯迪拉克CT6 2017款 28T 豪华型,7.0,2018-11,龙岩,17.58,53.18,自动,国V,2L,2023-09-27,2024-11,2023-11,0,276,L4,中大型车,95,前置后驱,凯迪拉克
飞度 2018款 1.5L CVT舒适版,5.5,2018-02,龙岩,5.58,8.88,自动,国V,1.5L,2023-12-03,2024-02,2024-02,1,131,L4,小型车,92,前置前驱,本田
Polo 2011款 1.6L 自动致尚版,11.0,2011-08,龙岩,2.88,12.15,自动,国IV+OBD,1.6L,2023-10-15,2024-08,2024-08,2,105,L4,小型车,92,前置前驱,大众
秦新能源 2019款 高续航版 豪华型,10.0,2020-07,龙岩,6.8,14.10,自动,纯电动,421km,2023-11-12,2024-07,2024-07,0,136,,紧凑型车,,前置前驱,比亚迪
昂科威 2016款 20T 两驱领先型,7.0,2016-08,龙岩,7.55,23.87,自动,国V,1.5L,2023-09-26,2024-08,2024-08,2,169,L4,中型SUV,92,前置前驱,别克
AION Y 2022款 70 科技版 磷酸铁锂,2.5,2022-03,龙岩,10.98,17.11,自动,纯电动,500km,2023-11-11,2024-03,2024-03,0,184,,紧凑型SUV,,前置前驱,埃安
秦Pro新能源 2019款 EV 超能版 标准版智联领尚型,18.0,2021-05,龙岩,6.98,16.27,自动,纯电动,401km,2023-11-08,2025-05,2024-05,0,136,,紧凑型车,,前置前驱,比亚迪
Ghibli 2017款 3.0T 标准版,8.0,2017-10,龙岩,33.8,102.96,自动,国V,3L,2023-11-24,2024-10,2024-10,2,350,V6,中大型车,95,前置后驱,玛莎拉蒂
凯迪拉克ATS-L 2017款 28T 技术型,7.0,2018-12,龙岩,12.98,29.72,自动,国IV(国V),2L,2023-11-23,2024-12,2023-12,0,279,L4,中型车,95,前置后驱,凯迪拉克
凯迪拉克XT5 2018款 25T 技术型,8.0,2019-01,龙岩,15.98,39.07,自动,国V,2L,2023-11-26,2025-01,2024-01,2,250,L4,中型SUV,95,前置前驱,凯迪拉克
皇冠 2012款 2.5L Royal,19.0,2012-07,龙岩,10.98,34.71,自动,国IV(国V),2.5L,2023-12-02,2024-7,2024-7,0,193,V6,中大型车,92,前置后驱,丰田
帕萨特 2015款 1.8TSI DSG御尊版,11.5,2016-02,龙岩,7.98,26.03,自动,国IV(国V),1.8L,2023-11-07,2024-5,2024-5,1,160,L4,中型车,95,前置前驱,大众
比亚迪e2 2021款 豪华型,16.0,2021-12,龙岩,6.3,12.24,自动,纯电动,401km,2023-11-17,2023-12,2023-12,0,95,,紧凑型车,,前置前驱,比亚迪
一汽-大众CC 2016款 300TSI 25周年纪念版,6.8,2017-09,龙岩,10.98,29.39,自动,国V+OBD,1.8L,2023-10-24,2025-8,2023-9,2,160,L4,中型车,95,前置前驱,大众
飞度 2016款 1.5L LX CVT舒适型,8.1,2017-06,龙岩,4.9,8.88,自动,国IV(国V),1.5L,2023-10-28,2024-06,2024-06,0,131,L4,小型车,92,前置前驱,本田
欧拉iQ 2019款 出行版,2.0,2019-07,龙岩,4.0,13.03,自动,纯电动,401km,2023-12-01,2025-07,2024-07,1,163,,紧凑型车,,前置前驱,欧拉
宝马5系 2017款 528Li 领先型,7.5,2016-09,龙岩,18.8,59.77,自动,国IV(国V),2L,2023-11-24,2024-09,2024-09,1,245,L4,中大型车,95,前置后驱,宝马
蒙迪欧 2013款 1.5L GTDi180时尚型,8.9,2016-09,龙岩,5.98,20.60,自动,国IV(国V),1.5L,2023-12-01,2024-09,2024-09,0,181,L4,中型车,92,前置前驱,福特
宝马5系 2014款 525Li 豪华设计套装,11.0,2015-05,龙岩,15.5,54.23,自动,国IV(国V),2L,2023-10-25,2024-05,2024-05,4,218,L4,中大型车,95,前置后驱,宝马
凌派 2015款 1.8L 自动豪华版,4.8,2015-12,龙岩,5.6,14.63,自动,国IV(国V),1.8L,2023-10-02,2023-12,2023-12,2,139,L4,紧凑型车,92,前置前驱,本田
索纳塔 2013款 2.0L 自动领先版,8.0,2013-11,龙岩,4.58,19.53,自动,国IV(国V),2L,2023-10-17,2023-11,2023-11,2,162,L4,中型车,92,前置前驱,现代
保时捷911 2019款 Carrera S 3.0T,4.7,2020-03,龙岩,108.8,158.48,自动,国VI,3L,2023-12-04,2024-03,2024-03,4,450,H6,跑车,95,后置后驱,保时捷
秦Pro新能源 2019款 DM 超能版 1.5TI 自动智联劲炫型 国VI,16.0,2019-10,龙岩,4.98,15.95,自动,插电混动,53km,2023-10-10,2023-10,2023-10,0,160,L4,紧凑型车,,前置前驱,比亚迪
翼神 2010款 时尚版 1.8L CVT舒适型,15.2,2010-04,龙岩,1.88,14.09,自动,国IV,1.8L,2023-11-06,2024-04,2024-04,1,136,L4,紧凑型车,92,前置前驱,三菱
宝马5系GT 2015款 528i 领先型,11.82,2016-07,龙岩,20.58,74.68,自动,欧V,2L,2023-09-28,2024-07,2024-07,0,245,L4,中大型车,95,前置后驱,宝马
欧陆 2012款 4.0T GT V8,5.5,2013-01,龙岩,76.6,330.85,自动,欧V,4L,2023-10-05,2024-01,2024-01,0,507,V8,跑车,95,前置四驱,宾利
宏光MINIEV 2020款 自在款 磷酸铁锂,2.4,2020-08,龙岩,2.58,3.56,自动,纯电动,120km,2023-11-12,2024-08,2023-10,2,27,,微型车,,后置后驱,五菱汽车
高尔夫 2012款 1.4TSI 自动舒适型,13.3,2012-12,龙岩,4.08,15.72,自动,国IV,1.4L,2023-11-17,2023-12,2023-12,1,131,L4,紧凑型车,95,前置前驱,大众
嘉年华 2013款 两厢 1.5L 自动时尚型,8.9,2014-08,龙岩,3.08,10.74,自动,国IV(国V),1.5L,2023-10-27,2024-08,2024-08,2,110,L4,小型车,92,前置前驱,福特
发现神行 2017款 2.0T SE,7.9,2017-08,龙岩,13.98,44.29,自动,欧V,2L,2023-11-30,2025-8,2023-8,0,241,L4,中型SUV,95,前置四驱,路虎
长安UNI-T 2020款 1.5T 尊贵型,3.0,2020-12,龙岩,7.9,13.45,自动,国VI,1.5L,2023-12-03,2024-12,2024-12,0,180,L4,紧凑型SUV,92,前置前驱,长安
宝马2系 2018款 220i 运动设计套装,4.7,2019-05,龙岩,14.98,27.12,自动,欧V,1.5L,2023-09-26,2025-05,2024-05,1,136,L3,紧凑型车,95,前置后驱,宝马
雨燕 2013款 1.3L 手动超值版,6.7,2015-03,龙岩,2.58,6.49,手动,国IV(国V),1.3L,2023-11-04,2024-03,2024-03,1,91,L4,小型车,92,前置前驱,铃木
轩逸 2009款 1.6XL 自动豪华天窗版,13.0,2011-03,龙岩,3.18,15.83,自动,国IV(国V),1.6L,2023-10-06,2024-03,2024-03,2,117,L4,紧凑型车,92,前置前驱,日产
宝马1系 2017款 118i 运动型,6.0,2018-01,龙岩,9.8,24.94,自动,国V,1.5L,2023-11-23,2024-01,2024-01,2,136,L3,紧凑型车,95,前置前驱,宝马
爱丽舍 2015款 质尚版 1.6L 手动时尚型,6.9,2015-09,龙岩,2.6,9.10,手动,国IV(国V),1.6L,2023-10-10,2024-09,2024-09,1,117,L4,紧凑型车,92,前置前驱,雪铁龙
哈弗H6 2018款 蓝标 运动版 1.5T 自动两驱精英型,9.0,2018-10,龙岩,4.98,12.27,自动,国V,1.5L,2023-11-25,2024-1,2024-1,0,150,L4,紧凑型SUV,92,前置前驱,哈弗
起亚K2 2012款 两厢 1.4L AT GLS,8.0,2014-07,龙岩,3.28,9.32,自动,国IV(国V),1.4L,2023-10-15,2024-07,2024-07,3,107,L4,小型车,92,前置前驱,起亚
雷克萨斯CT 2020款 CT200h 舒适版 双色,6.0,2020-06,龙岩,17.58,27.57,自动,国VI,1.8L,2023-11-09,2024-06,2024-06,0,99,L4,紧凑型车,92,前置前驱,雷克萨斯
RAV4荣放 2016款 2.0L CVT两驱风尚版 国V,11.2,2018-01,龙岩,9.8,21.36,自动,国V,2L,2023-12-09,2024-01,2024-01,2,151,L4,紧凑型SUV,92,前置前驱,丰田
途胜 2019款 280TGDi 双离合两驱时尚版 国V,7.0,2020-06,龙岩,9.68,19.53,自动,国V,1.6L,2023-11-06,2024-06,2024-06,0,177,L4,紧凑型SUV,92,前置前驱,现代
丰田C-HR 2018款 2.0L 豪华版 国V,0.8,2019-06,龙岩,8.98,18.00,自动,国V,2L,2023-10-09,2025-06,2024-06,0,171,L4,小型SUV,92,前置前驱,丰田
皇冠 2015款 2.0T 时尚版,8.6,2017-01,龙岩,15.68,32.00,自动,国V,2L,2023-11-02,2024-01,2024-01,2,235,L4,中大型车,95,前置后驱,丰田
欧蓝德 2018款 2.4L 四驱尊贵版 7座,8.0,2018-02,龙岩,10.88,24.29,自动,国V,2.4L,2023-07-28,2024-02,2024-02,2,192,L4,紧凑型SUV,92,前置四驱,三菱
思域 2016款 220TURBO CVT尊贵版,14.0,2016-12,龙岩,7.38,16.92,自动,国V,1.5L,2023-11-12,2023-12,2023-12,0,177,L4,紧凑型车,92,前置前驱,本田
雨燕 2009款 1.5L 自动双色炫锐版,7.0,2011-01,龙岩,2.18,9.96,自动,国IV(国V),1.5L,2023-09-03,2024-01,2024-01,1,103,L4,小型车,92,前置前驱,铃木
宝马3系 2013款 320Li 时尚型,11.0,2013-06,龙岩,7.98,38.49,自动,国IV(国V),2L,2023-10-27,2024-06,2024-06,3,184,L4,中型车,95,前置后驱,宝马
宝马X1 2018款 xDrive20Li 尊享型,12.0,2018-04,龙岩,13.98,37.64,自动,国V,2L,2023-12-02,2024-04,2024-04,0,192,L4,紧凑型SUV,95,前置四驱,宝马
Huracán 2020款 Huracán EVO RWD,1.6,2020-12,龙岩,219.9,275.71,自动,欧VI,5.2L,2023-11-06,2024-12,2023-12,0,611,V10,跑车,95,中置后驱,兰博基尼
宝马X1 2018款 sDrive20Li 领先型,8.0,2018-03,龙岩,14.98,34.39,自动,国V,2L,2023-11-17,2024-03,2024-03,1,192,L4,紧凑型SUV,95,前置前驱,宝马
RAV4荣放 2016款 2.0L CVT两驱风尚版 国V,11.1,2017-03,龙岩,9.68,21.36,自动,国V,2L,2023-10-26,2024-03,2024-03,2,151,L4,紧凑型SUV,92,前置前驱,丰田
Cayenne 2015款 Cayenne 3.0T,7.0,2016-05,龙岩,39.86,105.51,自动,欧V,3L,2023-12-02,2024-5,2024-5,0,333,V6,中大型SUV,95,前置四驱,保时捷
荣威RX5 2018款 20T 两驱自动旗舰版,6.8,2018-08,龙岩,5.28,15.07,自动,国V,1.5L,2023-12-03,2024-08,2023-08,2,169,L4,紧凑型SUV,92,前置前驱,荣威
Polo 2011款 1.4L 手动致乐版,8.0,2011-10,龙岩,1.88,9.32,手动,国IV+OBD,1.4L,2023-11-27,2024-10,2024-10,0,86,L4,小型车,92,前置前驱,大众
本田XR-V 2015款 1.5L LXi CVT经典版,7.0,2016-10,龙岩,6.58,14.96,自动,国IV(国V),1.5L,2023-09-26,2023-10,2023-10,1,131,L4,小型SUV,92,前置前驱,本田
宝马5系 2012款 523Li 领先型,13.0,2012-09,龙岩,8.38,49.89,自动,欧IV,2.5L,2023-11-26,2024-09,2023-11,2,204,L6,中大型车,95,前置后驱,宝马
嘉年华 2013款 两厢 1.5L 自动时尚型,8.31,2015-02,龙岩,2.98,10.74,自动,国IV(国V),1.5L,2023-12-04,2024-02,2024-02,1,110,L4,小型车,92,前置前驱,福特
迈腾 2018款 330TSI DSG 领先型,5.96,2018-09,龙岩,12.38,23.87,自动,国V,1.8L,2023-09-25,2024-09,2023-09,2,180,L4,中型车,95,前置前驱,大众
奕泽IZOA 2022款 2.0L 奕享CARE版,0.38,2023-05,龙岩,12.58,17.35,自动,国VI,2L,2023-11-23,2025-05,2024-05,1,171,L4,小型SUV,92,前置前驱,丰田
元新能源 2019款 EV535 智联领动型,3.8,2020-05,龙岩,6.5,11.93,自动,纯电动,410km,2023-11-07,2024-05,2024-05,0,95,,小型SUV,,前置前驱,比亚迪
长安CS35 2017款 1.6L 手动豪华型,6.8,2017-07,龙岩,2.98,7.37,手动,国V,1.6L,2023-12-04,2024-07,2024-07,0,125,L4,小型SUV,92,前置前驱,长安
宋PLUS新能源 2021款 DM-i 110KM 旗舰型,0.2,2023-03,龙岩,13.28,18.21,自动,插电混动,85km,2023-12-03,2025-03,2024-03,1,110,L4,紧凑型SUV,,前置前驱,比亚迪
雷克萨斯CT 2017款 CT200h 舒适版 单色 国V,4.0,2019-10,龙岩,15.98,27.35,自动,国IV(国V),1.8L,2023-11-26,2025-10,2024-10,0,99,L4,紧凑型车,92,前置前驱,雷克萨斯
福瑞迪 2011款 1.6L MT GL,7.8,2011-12,龙岩,1.88,10.72,手动,国IV(国V),1.6L,2023-11-29,2023-12,2023-12,2,123,L4,紧凑型车,92,前置前驱,起亚
英菲尼迪Q70 2017款 Q70L 2.5L 悦享版,13.0,2018-07,龙岩,13.8,44.37,自动,国V,2.5L,2023-12-03,2024-7,2024-7,0,222,V6,中大型车,95,前置后驱,英菲尼迪
速腾 2018款 1.6L 自动舒适型,8.5,2019-07,龙岩,7.58,16.04,自动,国V,1.6L,2023-11-14,2024-11,2024-11,0,110,L4,紧凑型车,92,前置前驱,大众
高尔夫 2011款 1.6 自动时尚型,19.1,2011-10,龙岩,3.18,14.42,自动,国IV+OBD,1.6L,2023-11-27,2024-10,2024-10,1,105,L4,紧凑型车,92,前置前驱,大众
欧陆 2012款 4.0T GT V8,6.0,2013-07,龙岩,76.6,330.85,自动,欧V,4L,2023-10-21,2024-07,2024-07,0,507,V8,跑车,95,前置四驱,宾利
五菱宏光 2014款 1.5L S标准型,8.6,2018-08,龙岩,2.98,5.41,手动,国IV/国V,1.5L,2023-11-28,2024-08,2024-08,0,112,L4,微面,92,前置后驱,五菱汽车
名图 2016款 1.8L 自动智能型GLS,11.0,2016-07,龙岩,5.58,16.26,自动,国IV(国V),1.8L,2023-11-15,2024-7,2024-7,0,143,L4,中型车,92,前置前驱,现代
东风风神AX3 2016款 1.5L 自动尚酷型,7.8,2017-05,龙岩,3.39,8.43,自动,国IV(国V),1.5L,2023-09-11,2024-05,2024-05,0,116,L4,小型SUV,92,前置前驱,东风风神
高尔夫 2012款 2.0TSI GTI,12.0,2013-05,龙岩,5.98,25.60,自动,国IV,2L,2023-11-20,2024-5,2024-5,0,200,L4,紧凑型车,95,前置前驱,大众
起亚K2 2012款 三厢 1.6L AT Premium ECO纪念版,8.7,2012-08,龙岩,2.98,11.93,自动,国IV(国V),1.6L,2023-11-12,2024-08,2024-08,4,123,L4,小型车,92,前置前驱,起亚
高尔夫 2014款 1.6L 自动时尚型,7.0,2014-09,龙岩,5.18,14.53,自动,国IV(国V),1.6L,2023-12-02,2024-9,2024-9,0,110,L4,紧凑型车,92,前置前驱,大众
启辰T90 2018款 2.0L CVT智联领尚版 国V,5.2,2019-10,龙岩,6.58,16.80,自动,国V,2L,2023-10-27,2023-10,2023-10,0,144,L4,中型SUV,92,前置前驱,启辰
起亚K3 2017款  1.6L 自动15周年特别版GLS,5.4,2019-03,龙岩,6.5,12.90,自动,国IV(国V),1.6L,2023-12-02,2024-3,2024-3,0,128,L4,紧凑型车,92,前置前驱,起亚
骐达TIIDA 2011款 1.6L CVT舒适型,7.0,2011-10,龙岩,3.38,12.52,自动,欧IV+OBD,1.6L,2023-08-18,2023-10,2023-10,0,126,L4,紧凑型车,92,前置前驱,日产
宝马4系 2016款 420i 时尚型,7.6,2017-02,龙岩,16.88,52.97,自动,国V,2L,2023-09-18,2024-02,2024-02,2,184,L4,中型车,95,前置后驱,宝马
索纳塔 2011款 2.0L 自动至尊版,20.1,2012-04,龙岩,3.6,22.13,自动,国IV+OBD,2L,2023-09-09,2024-04,2024-04,1,165,L4,中型车,92,前置前驱,现代
亚洲龙 2019款 双擎 2.5L XLE尊贵版 国V,8.5,2019-04,龙岩,17.58,27.98,自动,国V,2.5L,2023-10-04,2025-04,2024-04,1,178,L4,中型车,92,前置前驱,丰田
迈凯伦570 2019款 570S 3.8T Spider,1.8,2019-07,龙岩,158.8,293.95,自动,欧VI,3.8L,2023-11-01,2025-07,2024-07,0,570,V8,跑车,95,中置后驱,迈凯伦
理想ONE 2020款 增程6座版,8.81,2020-12,龙岩,19.8,35.60,自动,增程式,180km,2023-10-12,2024-12,2023-12,0,131,,中大型SUV,,双电机四驱,理想汽车
天语 尚悦 2011款 1.6L 自动舒适型,13.0,2011-01,龙岩,1.68,9.75,自动,国IV,1.6L,2023-12-09,2024-01,2024-01,3,109,L4,紧凑型车,92,前置前驱,铃木
五菱荣光新卡 2022款 1.8L标准型加长双排LJ479Q6,0.3,2023-01,龙岩,5.98,6.82,手动,国VI,1.8L,2023-11-23,2025-01,2024-01,0,125,L4,微卡,92,中置后驱,五菱汽车
Model X 2017款 Model X 100D 长续航版,13.5,2019-04,龙岩,36.88,86.19,自动,纯电动,552km,2023-10-12,2025-04,2024-04,0,525,,中大型SUV,,双电机四驱,特斯拉
RAV4荣放 2016款 2.0L CVT两驱风尚版 国V,6.2,2018-11,龙岩,11.8,21.36,自动,国V,2L,2023-10-05,2024-11,2024-3,1,151,L4,紧凑型SUV,92,前置前驱,丰田
比亚迪e5 2018款 450 智联畅享型,13.0,2018-09,龙岩,4.8,23.95,自动,纯电动,400km,2023-10-10,2024-09,2024-09,1,218,,紧凑型车,,前置前驱,比亚迪
博越 2018款 1.8TD 自动两驱智联型4G互联版,5.5,2019-07,龙岩,6.8,14.09,自动,国V,1.8L,2023-12-02,2024-7,2024-7,0,184,L4,紧凑型SUV,92,前置前驱,吉利汽车
宝马X3(进口) 2016款 sDrive20i,13.0,2018-02,龙岩,17.58,45.70,自动,欧VI,2L,2023-11-12,2024-2,2024-2,0,184,L4,中型SUV,95,前置后驱,宝马
