车名,里程数,年份,城市,售价,原价,变速箱,排放标准,排量/续航,发布时间,年检到期,保险到期,过户次数,马力,气缸类型,车辆级别,燃油标号,驱动方式,品牌
桑塔纳 2017款 Cross 1.6L 自动舒适型,7.0,2018-04,莆田,4.3,14.10,自动,国V,1.6L,2023-06-04,2024-04,2024-04,0,110.0,L4,紧凑型车,92,前置前驱,大众
揽胜运动版 2017款 3.0 SC V6 SE,8.6,2017-06,莆田,39.98,100.73,自动,欧V,3L,2023-11-26,2024-6,2024-6,0,340.0,V6,中大型SUV,95,前置四驱,路虎
嘉年华 2013款 两厢 1.5L 自动时尚型,12.0,2013-03,莆田,2.3,10.74,自动,国IV(国V),1.5L,2023-08-03,2024-03,2024-03,1,110.0,L4,小型车,92,前置前驱,福特
宝马X5(进口) 2017款 xDrive28i,12.0,2017-10,莆田,28.8,82.28,自动,欧VI,2L,2023-10-09,2023-10,2023-10,0,245.0,L4,中大型SUV,95,前置四驱,宝马
明锐 2017款 TSI280 DSG智行版,6.6,2017-07,莆田,4.2,18.12,自动,国V,1.4L,2023-12-06,2024-7,2024-7,0,150.0,L4,紧凑型车,95,前置前驱,斯柯达
迈腾 2012款 改款 1.8TSI 尊贵型,7.0,2012-12,莆田,5.3,27.44,自动,国IV(国V),1.8L,2023-09-28,2023-12,2023-12,0,160.0,L4,中型车,95,前置前驱,大众
凌派 2017款 1.8L CVT豪华特装版,8.6,2017-06,莆田,6.6,14.63,自动,国V,1.8L,2023-12-03,2024-6,2024-6,0,136.0,L4,紧凑型车,92,前置前驱,本田
蒙迪欧 2017款 EcoBoost 180 时尚型,8.2,2017-06,莆田,7.78,20.93,自动,国V,1.5L,2023-12-06,2024-06,2024-06,1,181.0,L4,中型车,92,前置前驱,福特
秦PLUS 2021款 EV 500KM 豪华型,8.0,2021-12,莆田,7.98,16.48,自动,纯电动,500km,2023-11-26,2023-12,2023-12,0,136.0,,紧凑型车,,前置前驱,比亚迪
凯美瑞 2011款 200G 经典周年纪念版,5.0,2011-01,莆田,4.8,21.04,自动,欧IV,2L,2023-11-28,2024-01,2024-01,0,147.0,L4,中型车,95,前置前驱,丰田
本田XR-V 2020款 1.5L CVT舒适版,5.0,2020-04,莆田,7.9,15.19,自动,国VI,1.5L,2023-12-07,2024-04,2024-04,0,131.0,L4,小型SUV,92,前置前驱,本田
东南DX7 2018款 1.5T 自动尊贵型,5.0,2018-01,莆田,4.5,15.19,自动,国V,1.5L,2023-12-06,2024-1,2024-1,0,156.0,L4,紧凑型SUV,92,前置前驱,东南
牧马人 2017款 3.6L Rubicon 四门舒享版,6.5,2019-06,莆田,29.8,58.60,自动,国V,3.6L,2023-11-30,2024-6,2024-6,0,284.0,V6,中型SUV,92,前置四驱,Jeep
雷克萨斯ES 2013款 250 精英版,12.0,2013-06,莆田,11.3,38.97,自动,欧IV,2.5L,2023-12-06,2024-6,2024-6,0,184.0,L4,中大型车,92,前置前驱,雷克萨斯
比亚迪e3 2020款 400出行版,14.0,2020-12,莆田,5.98,17.89,自动,纯电动,405km,2023-08-25,2024-12,2023-12,0,136.0,,紧凑型车,,前置前驱,比亚迪
锐志 2010款 2.5V 风度菁英版,14.0,2013-10,莆田,7.88,24.94,自动,国IV(国V),2.5L,2023-12-03,2023-10,2023-10,0,193.0,V6,中型车,92,前置后驱,丰田
陆风X7 2015款 2.0T 全景旗舰版,5.6,2016-09,莆田,2.68,16.04,自动,国V,2L,2023-07-28,2023-09,2023-09,0,190.0,L4,紧凑型SUV,92,前置前驱,陆风
宝马X1 2018款 sDrive20Li 领先型,7.2,2018-07,莆田,14.8,34.39,自动,国V,2L,2023-11-07,2024-07,2024-07,0,192.0,L4,紧凑型SUV,95,前置前驱,宝马
哪吒V 2022款 潮 400,3.0,2023-07,莆田,6.2,9.76,自动,纯电动,401km,2023-11-26,2025-07,2024-07,0,95.0,,小型SUV,,前置前驱,哪吒汽车
AION S 2019款 炫 630,14.0,2020-11,莆田,7.5,16.69,自动,纯电动,510km,2023-08-02,2024-11,2023-11,0,184.0,,紧凑型车,,前置前驱,埃安
林肯MKZ 2019款 2.0T 尊享版 国V,4.6,2019-06,莆田,13.6,29.94,自动,国V,2L,2023-11-20,2024-6,2024-6,0,203.0,L4,中型车,92,前置前驱,林肯
秦新能源 2019款 出行版,11.0,2020-12,莆田,6.8,18.97,自动,纯电动,400km,2023-12-07,2024-12,2023-12,0,136.0,,紧凑型车,,前置前驱,比亚迪
北京EU5 2020款 经典款 R500 智风版,17.0,2020-11,莆田,6.0,14.10,自动,纯电动,416km,2023-11-01,2024-11,2023-11,0,218.0,,紧凑型车,,前置前驱,北京汽车
思域 2009款 1.8L 自动舒适版,12.0,2010-03,莆田,1.98,16.26,自动,国IV,1.8L,2023-11-28,2024-03,2024-03,0,140.0,L4,紧凑型车,92,前置前驱,本田
秦新能源 2021款 出行版,4.0,2023-03,莆田,8.3,18.00,自动,纯电动,450km,2023-11-06,2025-03,2024-03,1,136.0,,紧凑型车,,前置前驱,比亚迪
君威 2014款 1.6T 时尚技术型,12.0,2014-09,莆田,3.8,21.70,自动,国IV(国V),1.6L,2023-12-05,2024-9,2024-9,0,184.0,L4,中型车,92,前置前驱,别克
瑞风S3 2016款 1.5L CVT豪华智能尊享版,8.0,2016-03,莆田,2.5,9.64,自动,国V,1.5L,2023-11-26,2024-03,2024-03,0,113.0,L4,小型SUV,92,前置前驱,江汽集团
奔腾B30EV 2019款 EV400,6.0,2019-12,莆田,4.9,20.60,自动,纯电动,402km,2023-08-25,2023-12,2023-12,1,122.0,,紧凑型车,,前置前驱,奔腾
福克斯 2013款 三厢经典 1.8L 自动基本型,8.0,2013-03,莆田,2.3,11.92,自动,国IV,1.8L,2023-11-26,2024-03,2024-03,0,124.0,L4,紧凑型车,92,前置前驱,福特
翼虎 2018款 改款 EcoBoost 180 两驱铂翼型,5.0,2018-05,莆田,8.39,19.52,自动,国V,1.5L,2023-11-29,2024-5,2024-5,0,181.0,L4,紧凑型SUV,92,前置前驱,福特
科迈罗 2017款 2.0T RS,5.0,2017-02,莆田,18.8,43.41,自动,国V,2L,2023-11-20,2024-2,2024-2,0,275.0,L4,跑车,95,前置后驱,雪佛兰
哈弗H1 2015款 1.5L AMT豪华型,8.0,2015-08,莆田,2.65,8.46,自动,国IV(国V),1.5L,2023-11-26,2024-08,2024-08,1,106.0,L4,小型SUV,92,前置前驱,哈弗
博越 2018款 1.8TD 自动两驱智联型4G互联版,6.8,2019-02,莆田,6.98,14.09,自动,国V,1.8L,2023-12-03,2024-2,2024-2,0,184.0,L4,紧凑型SUV,92,前置前驱,吉利汽车
帝豪新能源 2018款 EV450 进取型,8.0,2019-10,莆田,4.3,23.70,自动,纯电动,400km,2023-11-03,2025-10,2024-10,0,163.0,,紧凑型车,,前置前驱,吉利汽车
宝利格 2016款 1.8T 自动两驱豪华型,4.0,2016-11,莆田,1.9,10.17,自动,欧IV,1.8L,2023-09-22,2023-11,2023-11,0,160.0,L4,紧凑型SUV,92,前置前驱,华泰
天籁 2012款 2.5L XV VIP云安全版,13.0,2012-10,莆田,5.3,30.81,自动,欧IV+OBD,2.5L,2023-11-09,2024-10,2024-10,0,185.0,V6,中型车,92,前置前驱,日产
凯越 2011款 1.6LE-MT,21.0,2011-04,莆田,1.0,11.71,手动,欧IV,1.6L,2023-10-24,2024-04,2024-04,0,110.0,L4,紧凑型车,92,前置前驱,别克
帝豪GSe 2018款 领尚型,12.0,2019-10,莆田,5.3,13.66,自动,纯电动,353km,2023-10-21,2023-10,2023-10,0,163.0,,紧凑型SUV,,前置前驱,吉利汽车
胜达经典 2011款 2.4 至尊版 七座两驱,12.0,2011-01,莆田,3.9,29.57,自动,欧IV,2.4L,2023-12-08,2024-01,2024-01,0,174.0,L4,中型SUV,92,前置前驱,现代
本田CR-V 2010款 2.0L 自动四驱经典版,16.0,2009-06,莆田,3.3,23.64,自动,欧IV,2L,2023-11-26,2024-06,2024-06,2,150.0,L4,紧凑型SUV,92,前置四驱,本田
哪吒U 2020款 520 U创,12.0,2020-12,莆田,8.5,19.52,自动,纯电动,500km,2023-07-19,2024-12,2023-12,0,204.0,,紧凑型SUV,,前置前驱,哪吒汽车
北汽新能源EC5 2019款 新风版,4.0,2020-12,莆田,4.0,10.84,自动,纯电动,403km,2023-11-14,2024-12,2023-12,0,95.0,,小型SUV,,前置前驱,北汽新能源
日产ZN厢式车 2011款 2.4L两驱高级型5座ZN6493,12.0,2011-12,莆田,1.9,17.78,手动,国III,2.4L,2023-11-14,2023-12,2023-12,0,150.0,L4,皮卡,92,前置后驱,日产
